_time, src_ip, event_description
2018-07-24T10:38:01.937412+0200, 172.18.30.131, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.252, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.226, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.78, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.214, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.33, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.105, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.28, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.90, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.115, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.100, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.42, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.14, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.237, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.253, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.1, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.230, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.49, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.162, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.207, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.43, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.103, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.126, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.36, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.50, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.132, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.243, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.64, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.168, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.126, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.219, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.28, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.241, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.81, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.213, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.228, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.104, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.234, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.172, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.99, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.158, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.11, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.206, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.206, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.209, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.200, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.118, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.90, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.73, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.153, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.60, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.45, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.201, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.117, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.94, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.123, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.85, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.243, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.24, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.123, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.43, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.160, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.85, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.32, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.5, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.148, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.103, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.152, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.98, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.154, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.174, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.197, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.133, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.76, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.202, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.128, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.93, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.31, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.127, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.173, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.114, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.249, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.208, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.48, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.237, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.20, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.251, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.187, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.132, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.87, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.12, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.249, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.150, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.79, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.13, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.148, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.47, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.175, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.125, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.170, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.209, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.113, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.86, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.55, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.198, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.117, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.213, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.69, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.48, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.37, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.13, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.108, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.173, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.83, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.103, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.17.8.9, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.8, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.247, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.108, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.17.8.9, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.72, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.189, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.19, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.146, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.223, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.121, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.70, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.207, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.162, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.242, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.35, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.216, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.61, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.23, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.181, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.229, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.209, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.107, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.130, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.146, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.121, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.16, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.95, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.203, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.166, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.145, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.21, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.65, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.117, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.242, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.43, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.203, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.92, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.141, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.159, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.17.8.4, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.20, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.84, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.149, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.103, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.245, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.158, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.177, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.41, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.163, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.226, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.219, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.92, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.147, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.223, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.221, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.115, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.85, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.160, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.251, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.244, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.58, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.4, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.17, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.153, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.153, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.194, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.123, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.200, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.94, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.7, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.17.8.3, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.30, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.165, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.67, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.48, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.125, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.173, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.241, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.95, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.156, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.165, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.16, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.156, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.67, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.88, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.111, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.114, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.142, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.199, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.90, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.2, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.210, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.253, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.129, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.185, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.3, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.243, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.235, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.230, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.17.8.8, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.200, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.108, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.132, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.213, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.26, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.151, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.16, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.132, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.238, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.85, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.185, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.23, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.193, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.176, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.219, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.151, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.192, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.9, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.135, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.33, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.87, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.78, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.232, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.27, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.135, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.12, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.157, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.193, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.220, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.240, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.80, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.86, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.206, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.230, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.71, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.218, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.98, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.44, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.171, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.132, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.65, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.93, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.74, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.21, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.122, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.127, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.158, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.142, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.209, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.39, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.157, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.71, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.70, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.149, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.139, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.230, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.189, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.4, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.213, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.145, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.17, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.134, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.244, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.209, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.119, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.19, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.250, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.93, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.214, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.251, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.80, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.122, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.2, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.198, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.189, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.147, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.215, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.154, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.63, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.224, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.101, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.17.8.6, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.167, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.192, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.66, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.60, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.35, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.52, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.251, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.96, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.8, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.17, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.144, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.72, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.163, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.93, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.106, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.211, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.229, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.21, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.236, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.29.55, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.30.28, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.123, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.51, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.253, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.42, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.29.228, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.70, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.40, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.99, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.29.124, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.6, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.29.65, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.131, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.46, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.201, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.110, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.16, "Command Executed"
2018-07-24T10:38:01.937412+0200, 172.18.30.83, "The firewall blocked a port"
2018-07-24T10:38:01.937412+0200, 172.18.30.75, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.29.35, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.108, "Booted in Disabled mode"
2018-07-24T10:38:01.937412+0200, 172.18.30.189, "file infected. No cleaner available, file deleted successfully"
2018-07-24T10:38:01.937412+0200, 172.18.29.59, "Scan was cancelled."
2018-07-24T10:38:01.937412+0200, 172.18.30.86, "The update was successful"
2018-07-24T10:38:01.937412+0200, 172.18.30.193, "The update was successful"
