source,"source_desc",field,"field_desc",notes
"ssef_scma_precheck_unconfigured_mc_instances",,"os_name","Operating system name",
"ssef_scma_precheck_unconfigured_mc_instances",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_scma_precheck_unconfigured_mc_instances",,"splunk_version","Splunk Version",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,"avg_active_searches","Avg Active Searches",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,"is_connected","Status or flag for connected",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,"is_search_head","Status or flag for search head",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,message,"Informational message or status message related to the object",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_precheck_unconfigured_rogue_search_instances",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_scma_search_avg_run_time",,"avg_run_time_env","Time or timestamp related to avg run env",
"ssef_scma_search_avg_run_time",,product,Product,
"ssef_scma_search_avg_run_time",,"search_count_product","Count or total of search  product",
"ssef_scma_search_avg_run_time",,"search_distribution_perc","Search Distribution Perc",
"ssef_scma_search_avg_run_time",,"total_search_count","Count or total of total search",
"ssef_scma_search_bundle_size",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_bundle_size",,"max_full_bundle_size_mb","Maximum limit for full bundle size mb",
"ssef_scma_search_bundle_size",,message,"Informational message or status message related to the object",
"ssef_scma_search_bundle_size",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_bundle_size",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_scma_search_commands_python",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_search_commands_python",,command,Command,
"ssef_scma_search_commands_python",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_commands_python",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_commands_python",,"python_version","Python Version",
"ssef_scma_search_commands_python",,"splunk_version","Splunk Version",
"ssef_scma_search_commands_runshellscript",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_search_commands_runshellscript",,conf,Conf,
"ssef_scma_search_commands_runshellscript",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_commands_runshellscript",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_commands_runshellscript",,object,Object,
"ssef_scma_search_commands_runshellscript",,sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_scma_search_count_by_type",,"search_count_daily_avg","Count or total of search  daily avg",
"ssef_scma_search_count_by_type",,searchtype,Searchtype,
"ssef_scma_search_default_search_limits",,"base_max_searches","Maximum limit for base searches",
"ssef_scma_search_default_search_limits",,"default_base_max_searches","Maximum limit for default base searches",
"ssef_scma_search_default_search_limits",,"default_max_searches_per_cpu","Maximum limit for default searches per cpu",
"ssef_scma_search_default_search_limits",,"enable_memory_tracker","Enable Memory Tracker",
"ssef_scma_search_default_search_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_default_search_limits",,"max_searches_per_cpu","Maximum limit for searches per cpu",
"ssef_scma_search_default_search_limits",,message,"Informational message or status message related to the object",
"ssef_scma_search_default_search_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_default_search_limits",,"search_process_memory_usage_percentage_threshold","Percentage of search process memory usage age threshold",
"ssef_scma_search_default_search_limits",,"search_process_memory_usage_threshold","Search Process Memory Usage Threshold",
"ssef_scma_search_es_correlation_rules",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_es_correlation_rules",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_es_correlation_rules",,"num_correlation_rules_es","Count or total of correlation rules es",
"ssef_scma_search_es_dma_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_es_dma_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_es_dma_limits",,"num_data_models_es","Count or total of data models es",
"ssef_scma_search_index_statistics",,"index_name","Name of the Splunk index",
"ssef_scma_search_index_statistics",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_index_statistics",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_index_statistics",,"num_apps","Count or total of apps",
"ssef_scma_search_index_statistics",,"num_events","Count or total of events",
"ssef_scma_search_index_statistics",,"num_hosts","Count or total of hosts",
"ssef_scma_search_index_statistics",,"num_jobs","Count or total of jobs",
"ssef_scma_search_index_statistics",,"num_searches","Count or total of searches",
"ssef_scma_search_index_statistics",,"num_users","Count or total of users",
"ssef_scma_search_index_statistics",,"search_type","Type or category of search (e.g., historical, real-time)",
"ssef_scma_search_index_statistics",,"total_run_time","Total execution time for a job or process",
"ssef_scma_search_indexer_concurrency_instance",,"avg_active_searches","Avg Active Searches",
"ssef_scma_search_indexer_concurrency_instance",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_indexer_concurrency_instance",,"max_active_searches","Maximum limit for active searches",
"ssef_scma_search_indexer_concurrency_instance",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_indexer_concurrency_instance",,"p95_active_searches","P95 Active Searches",
"ssef_scma_search_itsi_aggregation_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_itsi_aggregation_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_itsi_aggregation_limits",,"num_notable_event_aggregation_policies_itsi","Count or total of notable event aggregation policies itsi",
"ssef_scma_search_itsi_alert_ingest_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_itsi_alert_ingest_limits",,"limit_classic","Limit Classic",
"ssef_scma_search_itsi_alert_ingest_limits",,"limit_victoria","Limit Victoria",
"ssef_scma_search_itsi_alert_ingest_limits",,"max_evt_count_per_min","Maximum limit for evt count per min",
"ssef_scma_search_itsi_alert_ingest_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_itsi_correlation_search_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_itsi_correlation_search_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_itsi_correlation_search_limits",,"num_correlations_searches_itsi","Count or total of correlations searches itsi",
"ssef_scma_search_itsi_service_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_itsi_service_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_itsi_service_limits",,"num_services_itsi","Count or total of services itsi",
"ssef_scma_search_itsi_service_template_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_itsi_service_template_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_itsi_service_template_limits",,"num_kpis","Count or total of kpis",
"ssef_scma_search_itsi_service_template_limits",,"num_linked_services_itsi","Count or total of linked services itsi",
"ssef_scma_search_itsi_service_template_limits",,"st_name","St Name",
"ssef_scma_search_long_running_searches",,"app_context","App Context",
"ssef_scma_search_long_running_searches",,"dc_instance","Data collection instance or data connector instance identifier",
"ssef_scma_search_long_running_searches",,"event_count","Count or total number of events",
"ssef_scma_search_long_running_searches",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_long_running_searches",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_long_running_searches",,provenance,"Source or origin information of the data or configuration",
"ssef_scma_search_long_running_searches",,range,Range,
"ssef_scma_search_long_running_searches",,"run_time_sec","Time or timestamp related to run sec",
"ssef_scma_search_long_running_searches",,"search_name","Search Name",
"ssef_scma_search_long_running_searches",,"search_runs","Search Runs",
"ssef_scma_search_orphaned_objects",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_search_orphaned_objects",,conf,Conf,
"ssef_scma_search_orphaned_objects",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_orphaned_objects",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_orphaned_objects",,"num_objects","Count or total of objects",
"ssef_scma_search_orphaned_objects",,object,Object,
"ssef_scma_search_orphaned_objects",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_scma_search_provisioning_lookups",,actions,Actions,
"ssef_scma_search_provisioning_lookups",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_search_provisioning_lookups",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_provisioning_lookups",,"lookup_filename","Lookup Filename",
"ssef_scma_search_provisioning_lookups",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_provisioning_lookups",,"non_core_command","Non Core Command",
"ssef_scma_search_provisioning_lookups",,"savedsearch_name","Name of the saved search object",
"ssef_scma_search_real_time_searches",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_real_time_searches",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_real_time_searches",,"num_saved_searches","Count or total of saved searches",
"ssef_scma_search_result_accuracy",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_result_accuracy",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_result_accuracy",,"num_error_messages","Count or total of error messages",
"ssef_scma_search_result_accuracy",,"num_info_messages","Count or total of info messages",
"ssef_scma_search_result_accuracy",,"num_warn_messages","Count or total of warn messages",
"ssef_scma_search_scheduled_search_actions",,actions,Actions,
"ssef_scma_search_scheduled_search_actions",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_search_scheduled_search_actions",,"cron_schedule","Cron-formatted schedule expression",
"ssef_scma_search_scheduled_search_actions",,"dc_actions","Dc Actions",
"ssef_scma_search_scheduled_search_actions",,"dc_instance","Data collection instance or data connector instance identifier",
"ssef_scma_search_scheduled_search_actions",,"email_destinations_count","Count or total of email destinations",
"ssef_scma_search_scheduled_search_actions",,"is_enabled","Status or flag for d",
"ssef_scma_search_scheduled_search_actions",,"is_scheduled","Status or flag for scheduled",
"ssef_scma_search_scheduled_search_actions",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_scheduled_search_actions",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_scheduled_search_actions",,"savedsearch_name","Name of the saved search object",
"ssef_scma_search_scheduled_search_actions",,sharing,"Permission level (system, global, app, user) of the knowledge object. Indicates scope of the object.",
"ssef_scma_search_scheduled_search_actions",,"spl_command","Spl Command",
"ssef_scma_search_search_concurrency",,"dc_instance","Data collection instance or data connector instance identifier",
"ssef_scma_search_search_concurrency",,"sum_total_concurrency_avg","Sum Total Concurrency Avg",
"ssef_scma_search_search_concurrency",,"sum_total_concurrency_max","Sum Total Concurrency Max",
"ssef_scma_search_search_concurrency",,"sum_total_concurrency_perc95","Sum Total Concurrency Perc95",
"ssef_scma_search_search_concurrency_stats",,"active_hist_searches_max","Active Hist Searches Max",
"ssef_scma_search_search_concurrency_stats",,"active_hist_searches_p95","Active Hist Searches P95",
"ssef_scma_search_search_concurrency_stats",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_search_concurrency_stats",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_search_density",,count,"Count or total of",
"ssef_scma_search_search_density",,perc,Perc,
"ssef_scma_search_search_density",,range,Range,
"ssef_scma_search_search_periodicity",,count,"Count or total of",
"ssef_scma_search_search_periodicity",,message,"Informational message or status message related to the object",
"ssef_scma_search_search_periodicity",,perc,Perc,
"ssef_scma_search_search_periodicity",,"search_range_in_days","Search Range In Days",
"ssef_scma_search_searches_returning_no_results",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_search_searches_returning_no_results",,"avg_run_time_sec","Time or timestamp related to avg run sec",
"ssef_scma_search_searches_returning_no_results",,"cron_schedule","Cron-formatted schedule expression",
"ssef_scma_search_searches_returning_no_results",,"dc_instance","Data collection instance or data connector instance identifier",
"ssef_scma_search_searches_returning_no_results",,"dispatch_earliest_time","Earliest time boundary for search dispatch",
"ssef_scma_search_searches_returning_no_results",,"dispatch_latest_time","Latest time boundary for search dispatch",
"ssef_scma_search_searches_returning_no_results",,"execution_count","Count or total of execution",
"ssef_scma_search_searches_returning_no_results",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_searches_returning_no_results",,"max_result_count","Maximum limit for result count",
"ssef_scma_search_searches_returning_no_results",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_searches_returning_no_results",,"savedsearch_name","Name of the saved search object",
"ssef_scma_search_searches_returning_no_results",,"sum_run_time_sec","Time or timestamp related to sum run sec",
"ssef_scma_search_skipped_searches",,"app_context","App Context",
"ssef_scma_search_skipped_searches",,"dc_user","Dc User",
"ssef_scma_search_skipped_searches",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_skipped_searches",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_skipped_searches",,"pct_skipped","Percentage of skipped",
"ssef_scma_search_skipped_searches",,reason,"Explanation or reason for an action or status",
"ssef_scma_search_skipped_searches",,"search_skip_count","Count or total of search skip",
"ssef_scma_search_skipped_searches",,"total_searches","Total Searches",
"ssef_scma_search_skipped_searches_detail",,"app_context","App Context",
"ssef_scma_search_skipped_searches_detail",,count,"Count or total of",
"ssef_scma_search_skipped_searches_detail",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_skipped_searches_detail",,message,"Informational message or status message related to the object",
"ssef_scma_search_skipped_searches_detail",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_skipped_searches_detail",,"savedsearch_name","Name of the saved search object",
"ssef_scma_search_skipped_searches_detail",,"search_type","Type or category of search (e.g., historical, real-time)",
"ssef_scma_search_svc_qualification_check",,"is_premium","Status or flag for premium",
"ssef_scma_search_svc_qualification_check",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_svc_qualification_check",,"license_core","License Core",
"ssef_scma_search_svc_qualification_check",,"license_es","License Es",
"ssef_scma_search_svc_qualification_check",,"license_itsi","License Itsi",
"ssef_scma_search_svc_qualification_check",,"license_model","License Model",
"ssef_scma_search_svc_qualification_check",,"license_pci","License Pci",
"ssef_scma_search_svc_qualification_check",,"search_count_daily_avg","Count or total of search  daily avg",
"ssef_scma_search_svc_qualification_check",,"search_count_daily_avg_premium","Count or total of search  daily avg premium",
"ssef_scma_search_svc_qualification_check",,"svc_recommendation","Svc Recommendation",
"ssef_scma_search_svc_qualification_check",,"workload_factor","Workload Factor",
"ssef_scma_search_svc_qualification_check",,"workload_factor_premium","Workload Factor Premium",
"ssef_scma_search_wlm_limits",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_search_wlm_limits",,limit,Limit,
"ssef_scma_search_wlm_limits",,"limit_classic","Limit Classic",
"ssef_scma_search_wlm_limits",,"limit_victoria","Limit Victoria",
"ssef_scma_search_wlm_limits",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_search_wlm_limits",,"num_wlm_rules","Count or total of wlm rules",
"ssef_scma_top_50_dashboards",,"Splunk_Role","Splunk Role",
"ssef_scma_top_50_dashboards",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_top_50_dashboards",,"disk_read_mb","Disk Read Mb",
"ssef_scma_top_50_dashboards",,"disk_write_mb","Disk Write Mb",
"ssef_scma_top_50_dashboards",,elapsed,Elapsed,
"ssef_scma_top_50_dashboards",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_top_50_dashboards",,"mem_used","Mem Used",
"ssef_scma_top_50_dashboards",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_top_50_dashboards",,"normalized_pct_cpu","Percentage of normalized cpu",
"ssef_scma_top_50_dashboards",,"overall_expense_factor","Overall Expense Factor",
"ssef_scma_top_50_dashboards",,provenance,"Source or origin information of the data or configuration",
"ssef_scma_top_50_dashboards",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_scma_top_50_dashboards",,"scan_count","Number of events scanned or processed",
"ssef_scma_top_50_dashboards",,"search_count","Count or total of search",
"ssef_scma_top_50_dashboards",,user,"The user account or username associated with the action or object",
"ssef_scma_top_50_dashboards",,"user_count","Count or total of user",
"ssef_scma_top_50_dashboards",,"weighted_expense_factor","Weighted Expense Factor",
"ssef_scma_top_50_jobs",,"Splunk_Role","Splunk Role",
"ssef_scma_top_50_jobs",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_scma_top_50_jobs",,"disk_read_mb","Disk Read Mb",
"ssef_scma_top_50_jobs",,"disk_write_mb","Disk Write Mb",
"ssef_scma_top_50_jobs",,elapsed,Elapsed,
"ssef_scma_top_50_jobs",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_top_50_jobs",,"mem_used","Mem Used",
"ssef_scma_top_50_jobs",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_top_50_jobs",,"normalized_pct_cpu","Percentage of normalized cpu",
"ssef_scma_top_50_jobs",,"overall_expense_factor","Overall Expense Factor",
"ssef_scma_top_50_jobs",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_scma_top_50_jobs",,"run_count","Count or total of run",
"ssef_scma_top_50_jobs",,"savedsearch_name","Name of the saved search object",
"ssef_scma_top_50_jobs",,"scan_count","Number of events scanned or processed",
"ssef_scma_top_50_jobs",,user,"The user account or username associated with the action or object",
"ssef_scma_top_50_jobs",,"weighted_expense_factor","Weighted Expense Factor",
"ssef_scma_users_admin_users",,"admin_count","Minimum limit for adcount",
"ssef_scma_users_admin_users",,capabilities,Capabilities,
"ssef_scma_users_admin_users",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_users_admin_users",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_users_admin_users",,"num_unique_admin_users","Minimum limit for num unique adusers",
"ssef_scma_users_admin_users",,percent,"Percentage of",
"ssef_scma_users_admin_users",,roles,"List of role assignments",
"ssef_scma_users_admin_users",,users,Users,
"ssef_scma_users_authentication_mechanism",,"dc_roles","Dc Roles",
"ssef_scma_users_authentication_mechanism",,"dc_splunk_server","Splunk server identifier for the data connector",
"ssef_scma_users_authentication_mechanism",,"total_users","Total Users",
"ssef_scma_users_authentication_mechanism",,type,"Classification or category type of the object or configuration",
"ssef_scma_users_total_users",,"distinct_users_authenticated","Distinct Users Authenticated",
"ssef_scma_users_total_users",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_scma_users_total_users",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_scma_workload_classification",,"Env_Utilization","Env Utilization",
"ssef_scma_workload_classification",,"Perc_vCPU_Usage","Perc Vcpu Usage",
"ssef_scma_workload_classification",,"Workload_Class","Workload Class",
"ssef_scma_workload_classification",,"Workload_Class_pct_cpu","Percentage of workload class cpu",
"ssef_scma_workload_classification",,"normalized_pct_cpu","Percentage of normalized cpu",
"ssef_scma_workload_classification",,"timechart_time","Time or timestamp related to timechart",
"ssef_scma_workload_classification",,"total_normalized_pct_cpu","Percentage of total normalized cpu",
"ssef_scma_workload_classification",,"vCPU_Usage","Vcpu Usage",
"ssef_search_collection_backup",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_search_collection_backup",,author,"Owner of the Splunk knowledge object, e.g., owner of a scheduled job.",
"ssef_search_collection_backup",,checks,Checks,
"ssef_search_collection_backup",,"collection_name","Collection Name",
"ssef_search_collection_backup",,cron,Cron,
"ssef_search_collection_backup",,description,"Human-readable description or documentation of the object",
"ssef_search_collection_backup",,disabled,"Flag indicating whether the object is disabled or enabled",
"ssef_search_collection_backup",,"group_name","Group Name",
"ssef_search_collection_backup",,groups,Groups,
"ssef_search_collection_backup",,homepage,Homepage,
"ssef_search_collection_backup",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_search_collection_backup",,personas,Personas,
"ssef_search_collection_backup",,platform,Platform,
"ssef_search_collection_backup",,readonly,Readonly,
"ssef_search_collection_backup",,removable,Removable,
"ssef_search_collection_backup",,searches,Searches,
"ssef_search_collection_backup",,selectedkpis,Selectedkpis,
"ssef_search_collection_backup",,title,"A user-friendly display name or title for the knowledge object",
"ssef_search_collection_backup",,type,"Classification or category type of the object or configuration",
"ssef_search_collection_backup",,updated,"The timestamp when the knowledge object was last updated or modified",
"ssef_search_collection_backup",,visible,Visible,
"ssef_search_failed_jobs_tracker",,"Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_search_failed_jobs_tracker",,TotalBucketsCount,"Count or total of totalbuckets",
"ssef_search_failed_jobs_tracker",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_search_failed_jobs_tracker",,"available_count","Count or total of available",
"ssef_search_failed_jobs_tracker",,diskUsage,Diskusage,
"ssef_search_failed_jobs_tracker",,"error_messages","Error Messages",
"ssef_search_failed_jobs_tracker",,"event_count","Count or total number of events",
"ssef_search_failed_jobs_tracker",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_search_failed_jobs_tracker",,name,"Redacted identifier (host_role_id) for the Splunk instance or label, such as es-01, itsi-01, shc-01.",
"ssef_search_failed_jobs_tracker",,pid,Pid,
"ssef_search_failed_jobs_tracker",,provenance,"Source or origin information of the data or configuration",
"ssef_search_failed_jobs_tracker",,"request_auto_cancel","Request Auto Cancel",
"ssef_search_failed_jobs_tracker",,"result_count","Count or total of result",
"ssef_search_failed_jobs_tracker",,role,"Role of the Splunk instance (e.g., cluster_manager, cluster_peer, indexer, search_head, deployment_server, etc.).",
"ssef_search_failed_jobs_tracker",,"runtime_auto_cancel","Time or timestamp related to runtime auto cancel",
"ssef_search_failed_jobs_tracker",,"runtime_auto_pause","Time or timestamp related to runtime auto pause",
"ssef_search_failed_jobs_tracker",,"savedsearch_name","Name of the saved search object",
"ssef_search_failed_jobs_tracker",,"scan_count","Number of events scanned or processed",
"ssef_search_failed_jobs_tracker",,search,"SPL search query or search expression",
"ssef_search_failed_jobs_tracker",,"search_et","Search Et",
"ssef_search_failed_jobs_tracker",,"search_id_normalized","Search Id Normalized",
"ssef_search_failed_jobs_tracker",,"search_lt","Search Lt",
"ssef_search_failed_jobs_tracker",,status,"Current status",
"ssef_search_failed_jobs_tracker",,"total_run_time","Total execution time for a job or process",
"ssef_search_failed_jobs_tracker",,user,"The user account or username associated with the action or object",
"ssef_search_failed_jobs_tracker",,"warn_messages","Warn Messages",
"ssef_search_head_bundle",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_search_head_bundle",,"bundle_size_bytes","Bundle Size Bytes",
"ssef_search_head_bundle",,bytes,Bytes,
"ssef_search_head_bundle",,"file_ext","File Ext",
"ssef_search_head_bundle",,"file_name","File name",
"ssef_search_head_bundle",,folder,Folder,
"ssef_search_head_bundle",,"kvstore_app","Kvstore App",
"ssef_search_head_bundle",,"kvstore_collection","Kvstore Collection",
"ssef_search_head_bundle",,label,"Represents the Splunk instance group or cluster, identifying the logical grouping or cluster such as a search head cluster, indexer cluster, or standalone instance.",
"ssef_search_head_bundle",,path,"File system or logical path",
"ssef_search_jobs_tracker",,"Splunk_Instance","Specifies the individual Splunk instance (e.g., a member of a cluster or standalone instance). In standalone mode, matches label.",
"ssef_search_jobs_tracker",,TotalBucketsCount,"Count or total of totalbuckets",
"ssef_search_jobs_tracker",,TotalEliminatedBucketsCount,"Count or total of totaleliminatedbuckets",
"ssef_search_jobs_tracker",,app,"Splunk app context associated with data, showing which app generated or is associated with the data.",
"ssef_search_jobs_tracker",,"available_count","Count or total of available",
"ssef_search_jobs_tracker",,"base_search","Base Search",
"ssef_search_jobs_tracker",,"custom_workload_pool","Custom Workload Pool",
"ssef_search_jobs_tracker",,delegate,"Delegation setting or delegated user",
"ssef_search_jobs_tracker",,diskUsage,Diskusage,
"ssef_search_jobs_tracker",,"error_messages","Error Messages",
"ssef_search_jobs_tracker",,"event_count","Count or total number of events",
