signature_id,signature
50019591,User blacklist & whitelist error - Unable to take a local copy of the user blacklists & whitelists
50020,User blacklist & whitelist LDAP Error
50020531,User blacklist & whitelist LDAP Error - Protocol error
50020532,User blacklist & whitelist LDAP Error - Time limit exceeded
50020533,User blacklist & whitelist LDAP Error - Size limit exceeded
50020534,User blacklist & whitelist LDAP Error - Compare false
50020535,User blacklist & whitelist LDAP Error - Compare true
50020536,User blacklist & whitelist LDAP Error - Authentication method not supported
50020537,User blacklist & whitelist LDAP Error - Strong authentication required
50020538,User blacklist & whitelist LDAP Error - Partial results and referral received
50020539,User blacklist & whitelist LDAP Error - Referral
50020540,User blacklist & whitelist LDAP Error - Administration limit exceeded
50020541,User blacklist & whitelist LDAP Error - Critical extension is unavailable
50020542,User blacklist & whitelist LDAP Error - Confidentiality required
50020543,User blacklist & whitelist LDAP Error - SASL bind in progress
50020544,User blacklist & whitelist LDAP Error - No such attribute
50020545,User blacklist & whitelist LDAP Error - Undefined attribute type
50020546,User blacklist & whitelist LDAP Error - Inappropriate matching
50020547,User blacklist & whitelist LDAP Error - Constraint violation
50020548,User blacklist & whitelist LDAP Error - Type or value exists
50020549,User blacklist & whitelist LDAP Error - Invalid syntax
50020550,User blacklist & whitelist LDAP Error - No such object
50020551,User blacklist & whitelist LDAP Error - Alias problem
50020552,User blacklist & whitelist LDAP Error - Invalid DN syntax
50020553,User blacklist & whitelist LDAP Error - Is leaf
50020554,User blacklist & whitelist LDAP Error - Alias dereference problem
50020555,User blacklist & whitelist LDAP Error - Inappropriate authentication
50020556,User blacklist & whitelist LDAP Error - Invalid credentials
50020557,User blacklist & whitelist LDAP Error - Insufficient access
50020558,User blacklist & whitelist LDAP Error - Server is busy
50020530,User blacklist & whitelist LDAP Error - Operations error
50020559,User blacklist & whitelist LDAP Error - Server is unavailable
50020560,User blacklist & whitelist LDAP Error - Server is unwilling to perform
50020561,User blacklist & whitelist LDAP Error - Loop detect
50020562,User blacklist & whitelist LDAP Error - Naming violation
50020563,User blacklist & whitelist LDAP Error - Object class violation
50020564,User blacklist & whitelist LDAP Error - Not allowed on non-leaf
50020565,User blacklist & whitelist LDAP Error - Not allowed on RDN
50020566,User blacklist & whitelist LDAP Error - Already exists
50020567,User blacklist & whitelist LDAP Error - No object class mods
50020568,User blacklist & whitelist LDAP Error - Results too large
50020569,User blacklist & whitelist LDAP Error - Affects multiple DSAS
50020570,User blacklist & whitelist LDAP Error - Other
50020571,User blacklist & whitelist LDAP Error - Cannot contact LDAP server
50020572,User blacklist & whitelist LDAP Error - Local error
50020573,User blacklist & whitelist LDAP Error - Encoding error
50020574,User blacklist & whitelist LDAP Error - Decoding error
50020575,User blacklist & whitelist LDAP Error - Timeout
50020576,User blacklist & whitelist LDAP Error - Unknown authentication method
50020577,User blacklist & whitelist LDAP Error - Search filter error
50020578,User blacklist & whitelist LDAP Error - User cancelled
50020579,User blacklist & whitelist LDAP Error - Parameter error
50020580,User blacklist & whitelist LDAP Error - Out of memory
50020581,User blacklist & whitelist LDAP Error - Connect error
50020582,User blacklist & whitelist LDAP Error - Not supported
50020583,User blacklist & whitelist LDAP Error - Control not found
50020584,User blacklist & whitelist LDAP Error - No results returned
50020585,User blacklist & whitelist LDAP Error - More results to return
50020586,User blacklist & whitelist LDAP Error - Client loop
50020587,User blacklist & whitelist LDAP Error - Referral limit exceeded
50021,Recipient delivery state
5002172,Recipient delivery state - State of an object
50022,Logging of the email status during McAfee Quarantine Manager processing
50022604,Transport log. McAfee Quarantine Manager - The email has been sent to McAfee Quarantine Manager
50022605,Transport log. McAfee Quarantine Manager - The email is deferred. McAfee Quarantine Manager failure
50022606,Transport log. McAfee Quarantine Manager - The email has been received from McAfee Quarantine Manager for delivery
50022602,Transport log. McAfee Quarantine Manager - Email deleted after exceeding maximum retry period
50023,Reputation service triggered
50023250,Reputation service triggered - Allow through action
50023251,Reputation service triggered - Tarpit
50023252,Reputation service triggered - Add a score
50023253,Reputation service triggered - Accept and drop
50023254,Reputation service triggered - Reject
50023255,Reputation service triggered - Reject and close the connection
50023256,Reputation service triggered - Reject
50024,Reputation service lookup failed
50024218,Reputation service lookup failed - Unable to sign query
50024219,Reputation service lookup failed - Unable to make query
50025,Transport Layer Security (TLS)
50025231,Transport Layer Security (TLS) - TLS used to receive email
50025232,Transport Layer Security (TLS) - TLS used to send email
50026,SMTP temporary error
50026235,SMTP temporary error - SMTP Response To Client
50026236,SMTP temporary error - SMTP Response From Server
50026237,SMTP temporary error - SMTP Connection Closed
50027,SMTP permanent error
50027235,SMTP permanent error - SMTP Response To Client
50027236,SMTP permanent error - SMTP Response From Server
50027237,SMTP permanent error - SMTP Connection Closed
50028,Cumulative threshold exceeded
50028250,Cumulative threshold exceeded - Allow through action
50028251,Cumulative threshold exceeded - Tarpit
50028252,Cumulative threshold exceeded - Add a score
50028253,Cumulative threshold exceeded - Accept and drop
50028254,Cumulative threshold exceeded - Reject
50028255,Cumulative threshold exceeded - Reject and close the connection
50028256,Cumulative threshold exceeded - Reject
50028407,Cumulative threshold exceeded - Tarpitting started
50029,Sender Policy Framework (SPF) initialization failed
50029242,Sender Policy Framework (SPF) initialization failed - Missing or invalid IP address
50029243,Sender Policy Framework (SPF) initialization failed - Missing or invalid Sender address
50029244,Sender Policy Framework (SPF) initialization failed - Missing or invalid HELO
50029247,Sender Policy Framework (SPF) initialization failed - Missing or invalid data
50029246,Sender Policy Framework (SPF) initialization failed - SPF request failed
50029248,Sender Policy Framework (SPF) initialization failed - SPF Explanation for failed request
50030,Sender Policy Framework (SPF) sender failed check
50030251,Sender Policy Framework (SPF) sender failed check - Tarpit
50030252,Sender Policy Framework (SPF) sender failed check - Add a score
50030253,Sender Policy Framework (SPF) sender failed check - Accept and drop
50030254,Sender Policy Framework (SPF) sender failed check - Reject
50030255,Sender Policy Framework (SPF) sender failed check - Reject and close the connection
50030256,Sender Policy Framework (SPF) sender failed check - Reject
50030250,Sender Policy Framework (SPF) sender failed check - Allow through action
50031,Sender Policy Framework (SPF) sender passed check
50031250,Sender Policy Framework (SPF) sender passed check - Allow through action
50031252,Sender Policy Framework (SPF) sender passed check - Add a score
50032,Sender ID initialization failed
50032242,Sender ID initialization failed - Missing or invalid IP address
50032243,Sender ID initialization failed - Missing or invalid Sender address
50032244,Sender ID initialization failed - Missing or invalid HELO
50032247,Sender ID initialization failed - Missing or invalid data
50032245,Sender ID initialization failed - Missing or invalid Purported Responsible address
50032246,Sender ID initialization failed - SPF request failed
50033,Sender ID sender failed check
50033251,Sender ID sender failed check - Tarpit
50033252,Sender ID sender failed check - Add a score
50033253,Sender ID sender failed check - Accept and drop
50033254,Sender ID sender failed check - Reject
50033255,Sender ID sender failed check - Reject and close the connection
50033256,Sender ID sender failed check - Reject
50033250,Sender ID sender failed check - Allow through action
50034,Sender ID sender passed check
50034250,Sender ID sender passed check - Allow through action
50034252,Sender ID sender passed check - Add a score
50035,Real-time Blackhole List lookup error
50035683,Real-time Blackhole List lookup error - Real-time Blackhole List lookup query error
50036,Real-time Blackhole List lookup triggered
50036251,Real-time Blackhole List lookup triggered - Tarpit
50036252,Real-time Blackhole List lookup triggered - Add a score
50036253,Real-time Blackhole List lookup triggered - Accept and drop
50036254,Real-time Blackhole List lookup triggered - Reject
50036255,Real-time Blackhole List lookup triggered - Reject and close the connection
50036256,Real-time Blackhole List lookup triggered - Reject
50036250,Real-time Blackhole List lookup triggered - Allow through action
50036687,Real-time Blackhole List lookup triggered - Real-time Blackhole List match found
50037,Real-time Blackhole List failed to trigger
50037250,Real-time Blackhole List failed to trigger - Allow through action
50037688,Real-time Blackhole List failed to trigger - Real-time Blackhole List match not found
50038,Permit recipient failure triggered
50038251,Permit recipient failure triggered - Tarpit
50038252,Permit recipient failure triggered - Add a score
50038253,Permit recipient failure triggered - Accept and drop
50038254,Permit recipient failure triggered - Reject
50039,Permit recipient test passed
50039250,Permit recipient test passed - Allow through action
50040,DomainKeys Identified Mail (DKIM) failed
50040252,DomainKeys Identified Mail (DKIM) failed - Add a score
50040253,DomainKeys Identified Mail (DKIM) failed - Accept and drop
50040254,DomainKeys Identified Mail (DKIM) failed - Reject
50040255,DomainKeys Identified Mail (DKIM) failed - Reject and close the connection
50040256,DomainKeys Identified Mail (DKIM) failed - Reject
50040250,DomainKeys Identified Mail (DKIM) failed - Allow through action
50040684,DomainKeys Identified Mail (DKIM) failed - Invalid configuration value
50040685,DomainKeys Identified Mail (DKIM) failed - DKIM error
50041,DomainKeys Identified Mail (DKIM) was successful
50041250,DomainKeys Identified Mail (DKIM) was successful - Allow through action
50041252,DomainKeys Identified Mail (DKIM) was successful - Add a score
50042,DomainKeys Identified Mail (DKIM) error
50042686,DomainKeys Identified Mail (DKIM) error - Private key caching error
50042685,DomainKeys Identified Mail (DKIM) error - DKIM error
50045,Bounce Address Tag Validation check failed to validate
50045759,Bounce Address Tag Validation check failed to validate - The BATV tag value could not be validated
50046,McAfee GTI message reputation IP lookup error
50046769,McAfee GTI message reputation IP lookup error - McAfee GTI message reputation lookup query error
50046777,McAfee GTI message reputation IP lookup error - McAfee GTI message reputation lookup query timed out
50047,McAfee GTI message reputation IP lookup triggered
50047251,McAfee GTI message reputation IP lookup triggered - Tarpit
50047252,McAfee GTI message reputation IP lookup triggered - Add a score
50047253,McAfee GTI message reputation IP lookup triggered - Accept and drop
50047254,McAfee GTI message reputation IP lookup triggered - Reject
50047255,McAfee GTI message reputation IP lookup triggered - Reject and close the connection
50047256,McAfee GTI message reputation IP lookup triggered - Reject
50047250,McAfee GTI message reputation IP lookup triggered - Allow through action
50047766,McAfee GTI message reputation IP lookup triggered - McAfee GTI message reputation Lookup hit the configured threshold
50048,McAfee GTI message reputation IP lookup failed to trigger
50048767,McAfee GTI message reputation IP lookup failed to trigger - McAfee GTI message reputation lookup is succesful with the reputation score less than the configured threshold
50049,McAfee GTI message reputation message lookup error
50049769,McAfee GTI message reputation message lookup error - McAfee GTI message reputation lookup query error
50049777,McAfee GTI message reputation message lookup error - McAfee GTI message reputation lookup query timed out
50050,McAfee GTI message reputation message lookup triggered
50050251,McAfee GTI message reputation message lookup triggered - Tarpit
50050252,McAfee GTI message reputation message lookup triggered - Add a score
50050253,McAfee GTI message reputation message lookup triggered - Accept and drop
50050254,McAfee GTI message reputation message lookup triggered - Reject
50050255,McAfee GTI message reputation message lookup triggered - Reject and close the connection
50050256,McAfee GTI message reputation message lookup triggered - Reject
50050250,McAfee GTI message reputation message lookup triggered - Allow through action
50050766,McAfee GTI message reputation message lookup triggered - McAfee GTI message reputation Lookup hit the configured threshold
50051,McAfee GTI message reputation message lookup failed to trigger
50051250,McAfee GTI message reputation message lookup failed to trigger - Allow through action
50051767,McAfee GTI message reputation message lookup failed to trigger - McAfee GTI message reputation lookup is succesful with the reputation score less than the configured threshold
50052,Blackhole given recipients.
50052770,Blackhole given recipients. - Recipient should not receive the email due to the delivery address being configured as the blackhole address.
50053,Using encrypted delivery for email
50053778,Using encrypted delivery for email - Email deferred for encrypted delivery.
50054,Logging to Feedback client failed
50054787,Logging to Feedback client failed - File for Stats Collection is over maximum size
50054788,Logging to Feedback client failed - File for Stats Collection is not initialised
50055,Transmitting Stats Data to Feedback Servers failed
50055789,Transmitting Stats Data to Feedback Servers failed - Timeout while transmitting Stats Collection Data
50055784,Transmitting Stats Data to Feedback Servers failed - Failed due to error in network connection
50055790,Transmitting Stats Data to Feedback Servers failed - No Pending Stats Collection data to transmit
50056,Feedback SDK Initialisation Failed
50056791,Feedback SDK Initialisation Failed - Feedback client internal error
50057,Forward confirmed reverse DNS lookup error
50057683,Forward confirmed reverse DNS lookup error - Real-time Blackhole List lookup query error
50058,Forward confirmed reverse DNS failed to match
50058251,Forward confirmed reverse DNS failed to match - Tarpit
50058252,Forward confirmed reverse DNS failed to match - Add a score
50058253,Forward confirmed reverse DNS failed to match - Accept and drop
50058254,Forward confirmed reverse DNS failed to match - Reject
50058255,Forward confirmed reverse DNS failed to match - Reject and close the connection
50058256,Forward confirmed reverse DNS failed to match - Reject
50058250,Forward confirmed reverse DNS failed to match - Allow through action
50058819,Forward confirmed reverse DNS failed to match - Forward confirmed reverse DNS match not found
50059,Forward confirmed reverse DNS succeeded
50059250,Forward confirmed reverse DNS succeeded - Allow through action
50059252,Forward confirmed reverse DNS succeeded - Add a score
50059818,Forward confirmed reverse DNS succeeded - Forward confirmed reverse DNS match found
50060,Passing secure conversation straight through
50060830,Passing secure conversation straight through - Passing off connection to the onward server
50100,Hybrid connection information
50100840,Hybrid connection information - Switched into Hybrid mode
50100841,Hybrid connection information - Processing X-MXL-IP
50100842,Hybrid connection information - Processing X-MXL-IP failed
50100843,Hybrid connection information - Processing X-MXL-SCANRESULT
50100844,Hybrid connection information - Processing X-MXL-SCANRESULT failed
50061,Secure Web Mail
50061354,Secure Web Mail - Logon successful
50061355,Secure Web Mail - Logon failed
50061356,Secure Web Mail - The user logged off
50061357,Secure Web Mail - The session has expired
50062,SMTP protocol conversation
50062834,SMTP protocol conversation - ldap user name corresponsing to email address is resolved
50062835,SMTP protocol conversation - ldap user name corresponsing to email address is not resolved
50062836,SMTP protocol conversation - set ldap result corresponsing to email address
50062837,SMTP protocol conversation - Resolved identity corresponding to email address
70000,Undelivered email file access
70000117,Undelivered email file access - Check message format
70001,Undelivered email file context
70001118,Undelivered email file context - Message delivery can be attempted
70002,Retry attempt failed
70002119,Retry attempt failed - Cannot open directory
70002120,Retry attempt failed - Cannot open the index file
7000219,Retry attempt failed - Invalid sender email address
70002182,Retry attempt failed - Invalid recipient email address
70002197,Retry attempt failed - Unable to load policy
70002719,Retry attempt failed - Database pool management error
70002717,Retry attempt failed - Error connecting to the database
70002718,Retry attempt failed - Error executing SQL in the database
70002722,Retry attempt failed - Error connecting to the MTA
70002723,Retry attempt failed - MTA connection reset has occurred
70002724,Retry attempt failed - Error parsing the response from MTA
70002725,Retry attempt failed - Invalid response received from MTA
70003,Retryer error
70003717,Retryer error - Error connecting to the database
70003722,Retryer error - Error connecting to the MTA
70003679,Retryer error - Error spawning new thread
70003727,Retryer error - Retryer error
80000,Greylisting service command failed
80000676,Greylisting service command failed - Invalid input from SMTP proxy
80001,Greylisting database failed
80001677,Greylisting database failed - Database error
80002,Greylisting startup error
80002678,Greylisting startup error - Error setting TCP option
80002679,Greylisting startup error - Error spawning new thread
80002680,Greylisting startup error - Proxy error
80003,Greylisting database error
80003681,Greylisting database error - SQL query execution error
80004,Greylisting information
80004682,Greylisting information - Automatic database maintenance done
180000,Anti-virus engine detection
180000145,Anti-virus engine detection - The content was categorized as cleanable content
180000146,Anti-virus engine detection - The content was categorized as uncleanable content
180000624,Anti-virus engine detection - The content was categorized as a Potentially Unwanted Program
180000625,Anti-virus engine detection - The content was categorized as a Packer
180001,Content rule detection
180001146,Content rule detection - The content was categorized as uncleanable content
180002,Anti-spam classification
180002161,Anti-spam classification - The content was categorized as spam
180002206,Anti-spam classification - The content was categorized as non-spam
180002623,Anti-spam classification - The content was categorized as possible phish
180003,File format detection
180003146,File format detection - The content was categorized as uncleanable content
180003817,File format detection - The file format was categorized as non-compliant
180003821,File format detection - The file was classified as a DoS
180004,MIME format detection
180004146,MIME format detection - The content was categorized as uncleanable conten
180004590,MIME format detection - The content-type of the data being transferred is forbidden
180005,Scan actions
180005305,Scan actions - Email blocked with SMTP Code 550
180005420,Scan actions - Email blocked with SMTP Code 550. Connection closed
180005308,Scan actions - Content blocked
180005422,Scan actions - Scanner hit email routed to policy based relay
180005306,Scan actions - Email accepted and dropped
180005300,Scan actions - Signature not broken due to policy. Email delivered to the original recipients(s)
180005302,Scan actions - Content replaced with HTML due to policy. Modified email delivered to the original recipients(s)
180005303,Scan actions - Content removed due to policy. Modified email delivered to the original recipients(s)
180005304,Scan actions - Content cleaned due to policy. Modified email delivered to the original recipients(s)
180005301,Scan actions - Broken signature due to policy. Modified email delivered to the original recipient(s)
180005188,Scan actions - Allow through. Original email delivered to the original recipient(s)
180005353,Scan actions - Allow through. Data to be delivered to the peer
180005349,Scan actions - Allow through. Data to be delivered to the server
180005350,Scan actions - Allow through. Data to be delivered to the client
180005154,Scan actions - Original email quarantined
180005155,Scan actions - Modified email quarantined
180005778,Scan actions - Email deferred for encrypted delivery.
180005870,Scan actions - Email deferred for custom notification
180006,Scan action failed
180006168,Scan action failed - Unable to quarantine original email
180006169,Scan action failed - Unable to quarantine modified email
180006209,Scan action failed - Unable to quarantine the modified email. No modified email
18000639,Scan action failed - Maximum email size exceeded
180006779,Scan action failed - Unable to defer email for encrypted delivery.
180006871,Scan action failed - Unable to defer email for custom notification
180006872,Scan action failed - Unable to deliver the modified email because no modified email found
180006873,Scan action failed - Unable to deliver email because no recipient configured
180006874,Scan action failed - Unable to deliver the original email because it triggered the anti-virus scanner
180006885,Scan action failed - An error occurred attempting to take an action
180006166,Scan action failed - Unable to deliver a notification email to the original recipient(s)
180006167,Scan action failed - Unable to parse a notification email sender address(s)
180007,Scanner failed
180007189,Scanner failed - Unable to scan item
180007195,Scanner failed - Unable to set up scan policy
180007196,Scanner failed - Invalid scanner action
180007776,Scanner failed - Failed to get response for McAfee GTI file reputation Queries
180007851,Scanner failed - One or more of the URL Reputation network lookups timed out or failed
180007852,Scanner failed - Failed to decode URL Reputation network lookup response
180007853,Scanner failed - An error occurred while looking up the reputation of URLs from the network
18000772,Scanner failed - State of an object
180008,URL request denied
180008140,URL request denied - The requested URL contains forbidden characters
180008142,URL request denied - Access to the requested URL is not permitted
180009,HTML content detection
180009345,HTML content detection - HTML SCRIPT tags have been removed
180009347,HTML content detection - HTML ActiveX tags have been removed
180009346,HTML content detection - HTML APPLET tags have been removed
180010,Compliancy detection
180010728,Compliancy detection - The content was categorized as non-compliant
180011,Data Loss Prevention (DLP) detection
180011689,Data Loss Prevention (DLP) detection - The content was categorized as protected content
180012,Mail Size detection
18001239,Mail Size detection - Maximum email size exceeded
180012146,Mail Size detection - The content was categorized as uncleanable content
180013,Regular expression scanning failure
180013762,RegEx scanning failure - Error processing regular expression
180013763,RegEx scanning failure - Syntax error in a regular expression
180014,Image Filtering detection
180014800,Image Filtering detection - The content was categorized as inappropriate content
180015,Policy based action occurred
180015860,Policy based action occurred - Action taken due to the policy configuration
180015861,Policy based action occurred - An error occurred attempting to take an action
180016,Avira Anti-virus engine detection
180016145,Avira Anti-virus engine detection - The content was categorized as cleanable content
180016146,Avira Anti-virus engine detection - The content was categorized as uncleanable content
180016624,Avira Anti-virus engine detection - The content was categorized as a Potentially Unwanted Program
180016625,Avira Anti-virus engine detection - The content was categorized as a Packer
180017,CommtouchÂ® Command Anti-virus engine detection
180017145,CommtouchÂ® Command Anti-virus engine detection - The content was categorized as cleanable content
180017146,CommtouchÂ® Command Anti-virus engine detection - The content was categorized as uncleanable content
180017624,CommtouchÂ® Command Anti-virus engine detection - The content was categorized as a Potentially Unwanted Program
180017625,CommtouchÂ® Command Anti-virus engine detection - The content was categorized as a Packer
180018,Mail URL Reputation detection
180018849,Mail URL Reputation detection - Unsafe URL(s) found in the message
180018850,Mail URL Reputation detection - Too many URLs found in the message
180018890,Mail URL Reputation detection - URLs rewritten by ClickProtect
180018891,Mail URL Reputation detection - Could not ClickProtect URLs in the original email
180019,Unscannable Content
180019854,Unscannable Content - Too many unsuccessful scan attempts
180019855,Unscannable Content - An error occurred attempting to take an action
180022,Advanced Threat Defense
180022882,Advanced Threat Defense - ATD scan timed out
180022883,Advanced Threat Defense - Too many files queued for ATD
180022884,Advanced Threat Defense - ATD scan failed
180022885,Advanced Threat Defense - An error occurred attempting to take an action
180024,Advanced Threat Defense Scanning Flow
180024886,Advanced Threat Defense Scanning Flow - File submitted for scanning on ATD
180024892,Advanced Threat Defense Scanning Flow - Result for file submitted for scanning by ATD
180024887,Advanced Threat Defense Scanning Flow - File previously submitted to ATD
180024893,Advanced Threat Defense Scanning Flow - File is in whitelist
180024894,Advanced Threat Defense Scanning Flow - File is in blacklist
180024888,Advanced Threat Defense Scanning Flow - Failed to submit file to ATD
180024895,Advanced Threat Defense Scanning Flow - Failed to scan file with ATD
180024896,Advanced Threat Defense Scanning Flow - Unable to obtain result of scan from ATD
180024889,Advanced Threat Defense Scanning Flow - Read a result from the ATD cache
180024880,Advanced Threat Defense Scanning Flow - Email deferred for ATD scanning
180024897,Advanced Threat Defense Scanning Flow - The MATD scan has been cancelled
180025,Advanced Threat Defense Detection
180025881,Advanced Threat Defense Detection - ATD threshold level exceeded
180030,URL reputation has been temporarily disabled
180030626,URL reputation has been temporarily disabled - Unable to load the web categorization database
180030627,URL reputation has been temporarily disabled - Unable to initialize the McAfee GTI web categorization engine
180031,URL has been blocked due to categorization
180031611,URL has been blocked due to categorization - URL categorized by web categorization
180032,URL has been coached due to categorization
180032611,URL has been coached due to categorization - URL categorized by web categorization
180032612,URL has been coached due to categorization - Access to a coached URL permitted
180033,Categorized URL has been permitted
180033611,Categorized URL has been permitted - URL categorized by web categorization
180034,URL reputation summary data for ePO
180034619,URL reputation summary data for ePO - Web categorization ePolicy Orchestrator summary
180035,Categorized URL has been permitted for a monitored user
180035611,Categorized URL has been permitted for a monitored user - URL categorized by web categorization
180036,McAfee GTI web reputation has been temporarily disabled
180036626,McAfee GTI web reputation has been temporarily disabled - Unable to load the web categorization database
180036627,McAfee GTI web reputation has been temporarily disabled - Unable to initialize the McAfee GTI web categorization engine
180041,Avira AV Scanner has been temporarily disabled
180041801,Avira AV Scanner has been temporarily disabled - Engine file initialisation failed
180041802,Avira AV Scanner has been temporarily disabled - DAT file initialisation failed
180042,CommtouchÂ® Command AV Scanner has been temporarily disabled
180042801,CommtouchÂ® Command AV Scanner has been temporarily disabled - Engine file initialisation failed
180042802,CommtouchÂ® Command AV Scanner has been temporarily disabled - DAT file initialisation failed
181000,Transfer of events to SmartReporter
181000640,Transfer of events to SmartReporter - Transfer started
181000641,Transfer of events to SmartReporter - Transfer succeeded
181000642,Transfer of events to SmartReporter - Transfer failed
181000109,Transfer of events to SmartReporter - Request denied. Unable to authenticate user
182000,Authentication broker
182000662,Authentication broker - NTLM authentication failed
182000663,Authentication broker - Incorrect response from the NTLM authentication manager
182000664,Authentication broker - Unable to connect to NTLM authentication manager
182000665,Authentication broker - Incorrect response from NTLM authentication YR command
182000666,Authentication broker - No context for final NTLM authentication request
182000667,Authentication broker - Unable to connect to NTLM authentication manager
182000668,Authentication broker - Missing secret file
182000669,Authentication broker - Incorrect URL from HTTP proxy
182001,Authentication broker
182001670,Authentication broker - Setup authentication server OK
182001671,Authentication broker - Setup authentication server failed
185000,Objects are clean. No action taken
185000726,Objects are clean. No action taken - This conversation is pristine
190010,Load balance appliance install
190011,Load balance appliance booting
190012,Load balance appliance OK
190013,Load balance appliance shutdown
190014,Load balance appliance failure
190015,Load balance appliance disabled
190016,Load balance appliance timed out
190032,This appliance is the network appliance
190033,This appliance is a redundant appliance
190034,This appliance is synchronizing with the management appliance
190035,This appliance is being ignored
190036,This appliance has failed to install
200000,Statistics
200001,Periodic Statistics
210000,Resource failed
210000106,Resource failed - A disk is full
210000107,Resource failed - Creation of an object has failed
210000203,Resource failed - Unable to write file to disk
210000717,Resource failed - Error connecting to the database
210000718,Resource failed - Error executing SQL in the database
210000720,Resource failed - Resource synchronization error
210001,Resource usage is OK
210002,Resource usage reached warning level
210003,Resource usage reached critical level
210013,Resource usage is OK
210014,Resource usage reached warning level
210015,Resource usage reached critical level
210004,Raid disk state has changed
210004336,Raid disk state has changed - The RAID disk is optimal
210004337,Raid disk state has changed - The RAID disk is degraded
210004338,Raid disk state has changed - The RAID disk is being rebuilt
210005,Protocol state has changed
210005340,Protocol state has changed - The specific protocol is available
210005339,Protocol state has changed - The specific protocol has failed
210005904,Protocol state has changed - The specific protocol is in a critical condition
210006,Bridge state has changed
210006416,Bridge state has changed - The bridge is forwarding
210006417,Bridge state has changed - The bridge is blocking
210007,Appliance throughput limit
210007597,Appliance throughput limit - The appliance is approaching its throughput limit
210007596,Appliance throughput limit - The appliance has exceeded its throughput limit
210009,Bypass switch state has changed
210009656,Bypass switch state has changed - The bypass switch is present
210009657,Bypass switch state has changed - The bypass switch is not present
210009658,Bypass switch state has changed - The bypass switch is in bypass mode
210009659,Bypass switch state has changed - The bypass switch is online
210009673,Bypass switch state has changed - Unable to apply configuration to bypass switch
210009674,Bypass switch state has changed - Configured bypass switch successfully
210009675,Bypass switch state has changed - Communications failure with the bypass device
210010,An Appliance address has changed
210010735,An Appliance address has changed - New IP Address has been allocated to an interface
210010736,An Appliance address has changed - An IP Address has been removed from an interface
210011,MA state has changed
210011756,MA state has changed - Connectivity is available
210011757,MA state has changed - Connectivity is not available
210011744,MA state has changed - Number of files reached threshold
210011754,MA state has changed - Communication timeout
210011755,MA state has changed - Process is not running
21001152,MA state has changed - Network application was started
21001153,MA state has changed - Network application has finished
210012,Link has changed state
210012816,Link has changed state - Information about the network link
210050,The UPS mains power has returned
210050745,The UPS mains power has returned - Mains supply to the UPS has been restored
210051,The UPS mains power has failed
210051746,The UPS mains power has failed - Mains supply to the UPS has failed
210052,The UPS battery is low
210052747,The UPS battery is low - The charge level in the UPS battery is low
210053,The UPS has requested that the system shutdown
210053748,The UPS has requested that the system shutdown - The UPS has requested that the system is shut down
210053749,The UPS has requested that the system shutdown - The UPS system has requested that the system is shut down after the configured time on battery
210054,The UPS communications status has changed
210054750,The UPS communications status has changed - Communications with the UPS has been established
210054751,The UPS communications status has changed - Communications with the UPS has been interrupted
210054752,The UPS communications status has changed - Communications with the UPS has been lost
210055,The UPS battery needs replacing
210055753,The UPS battery needs replacing - The UPS has signalled that its battery has reached the end of its life and requires replacement
210060,Chassis configuration has changed and needs to be applied to the hardware
210060780,Chassis configuration has changed and needs to be applied to the hardware - The chassis configuration has changed and needs reapplying
210061,Chassis status has changed
210061781,Chassis status has changed - A component of the chassis is now OK
210061782,Chassis status has changed - A component of the chassis is not functioning correctly
210061783,Chassis status has changed - A component of the chassis has failed
210070,The appliance hardware monitoring has spotted a change
210070803,The appliance hardware monitoring has spotted a change - A hardware component of the appliance is now OK
210070804,The appliance hardware monitoring has spotted a change - A hardware component of the appliance is not functioning correctly
210070805,The appliance hardware monitoring has spotted a change - A hardware component of the appliance is in a critical state
210100,Update progress
210100317,Update progress - Start updating from a local file
210100318,Update progress - Start updating from a network server
210100319,Update progress - Attempting to fetch a file
210100320,Update progress - File fetched successfully
210100321,Update progress - Unable to fetch file
210100322,Update progress - File fetched was not as expected
210100323,Update progress - File has bad content
210100324,Update progress - Test install failed
210100343,Update progress - Unable to install new engine
210100344,Update progress - Unable to install new DATs/rules
210100341,Update progress - Successfully updated engine
210100342,Update progress - Successfully updated DATs/rules
210100327,Update progress - Appliance already up-to-date
210100729,Update progress - DATs/rules update failed
210100730,Update progress - Waiting for DATs/rules update server response
210100731,Update progress - Downloading DATs/rules from server
210100732,Update progress - Applying downloaded DATs/rules changes
210100733,Update progress - Reloading new DATs/rules
210100734,Update progress - Unspecified DATs/rules update progress
210100325,Update progress - Waiting to retry
210100391,Update progress - A system command failed
210100388,Update progress - Installed ExtraDAT file
210100389,Update progress - Removed ExtraDAT file
210100390,Update progress - No file given
210100381,Update progress - RPM contained unacceptable files
210100382,Update progress - RPM package contained unacceptable scripts
210100383,Update progress - File supplied is not a well formed RPM package
210100384,Update progress - RPM package conflicts with existing files
210100385,Update progress - RPM package conflict
210100386,Update progress - Added extra rules RPM package
210100387,Update progress - Removed extra rules RPM package
210101,Anti-virus update has made changes
210101326,Anti-virus update has made changes - Successfully updated engine and DATs/rules
210101341,Anti-virus update has made changes - Successfully updated engine
210101342,Anti-virus update has made changes - Successfully updated DATs/rules
210101388,Anti-virus update has made changes - Installed ExtraDAT file
