description,"fail_code"
"The activation context activation stack for the running thread of execution is corrupt.",0xC0150014
"The application isolation metadata for this process or thread has become corrupt.",0xC0150015
"The value of an attribute in an identity is not within the legal range.",0xC0150016
"The name of an attribute in an identity is not within the legal range.",0xC0150017
"An identity contains two definitions for the same attribute.",0xC0150018
"The identity string is malformed. This may be due to a trailing comma, more than two unnamed attributes, a missing attribute name, or a missing attribute value.",0xC0150019
"The component store has become corrupted.",0xC015001A
"A component's file does not match the verification information present in the component manifest.",0xC015001B
"The identities of the manifests are identical, but their contents are different.",0xC015001C
"The component identities are different.",0xC015001D
"The assembly is not a deployment.",0xC015001E
"The file is not a part of the assembly.",0xC015001F
"An advanced installer failed during setup or servicing.",0xC0150020
"The character encoding in the XML declaration did not match the encoding used in the document.",0xC0150021
"The size of the manifest exceeds the maximum allowed.",0xC0150022
"The setting is not registered.",0xC0150023
"One or more required transaction members are not present.",0xC0150024
"The SMI primitive installer failed during setup or servicing.",0xC0150025
"A generic command executable returned a result that indicates failure.",0xC0150026
"A component is missing file verification information in its manifest.",0xC0150027
"The function attempted to use a name that is reserved for use by another transaction.",0xC0190001
"The transaction handle associated with this operation is invalid.",0xC0190002
"The requested operation was made in the context of a transaction that is no longer active.",0xC0190003
"The transaction manager was unable to be successfully initialized. Transacted operations are not supported.",0xC0190004
"Transaction support within the specified file system resource manager was not started or was shut down due to an error.",0xC0190005
"The metadata of the resource manager has been corrupted. The resource manager will not function.",0xC0190006
"The resource manager attempted to prepare a transaction that it has not successfully joined.",0xC0190007
"The specified directory does not contain a file system resource manager.",0xC0190008
"The remote server or share does not support transacted file operations.",0xC019000A
"The requested log size for the file system resource manager is invalid.",0xC019000B
"The remote server sent mismatching version number or Fid for a file opened with transactions.",0xC019000C
"The resource manager tried to register a protocol that already exists.",0xC019000F
"The attempt to propagate the transaction failed.",0xC0190010
"The requested propagation protocol was not registered as a CRM.",0xC0190011
"The transaction object already has a superior enlistment, and the caller attempted an operation that would have created a new superior. Only a single superior enlistment is allowed.",0xC0190012
"The requested operation is not valid on the transaction object in its current state.",0xC0190013
"The caller has called a response API, but the response is not expected because the transaction manager did not issue the corresponding request to the caller.",0xC0190014
"It is too late to perform the requested operation, because the transaction has already been aborted.",0xC0190015
"It is too late to perform the requested operation, because the transaction has already been committed.",0xC0190016
"The buffer passed in to NtPushTransaction or NtPullTransaction is not in a valid format.",0xC0190017
"The current transaction context associated with the thread is not a valid handle to a transaction object.",0xC0190018
"An attempt to create space in the transactional resource manager's log failed. The failure status has been recorded in the event log.",0xC0190019
"The object (file, stream, or link) that corresponds to the handle has been deleted by a transaction savepoint rollback.",0xC0190021
"The specified file miniversion was not found for this transacted file open.",0xC0190022
"The specified file miniversion was found but has been invalidated. The most likely cause is a transaction savepoint rollback.",0xC0190023
"A miniversion may be opened only in the context of the transaction that created it.",0xC0190024
"It is not possible to open a miniversion with modify access.",0xC0190025
"It is not possible to create any more miniversions for this stream.",0xC0190026
"The handle has been invalidated by a transaction. The most likely cause is the presence of memory mapping on a file or an open handle when the transaction ended or rolled back to savepoint.",0xC0190028
"The log data is corrupt.",0xC0190030
"The transaction outcome is unavailable because the resource manager responsible for it is disconnected.",0xC0190032
"The request was rejected because the enlistment in question is not a superior enlistment.",0xC0190033
"The file cannot be opened in a transaction because its identity depends on the outcome of an unresolved transaction.",0xC0190036
"The operation cannot be performed because another transaction is depending on this property not changing.",0xC0190037
"The operation would involve a single file with two transactional resource managers and is, therefore, not allowed.",0xC0190038
"The $Txf directory must be empty for this operation to succeed.",0xC0190039
"The operation would leave a transactional resource manager in an inconsistent state and is therefore not allowed.",0xC019003A
"The operation could not be completed because the transaction manager does not have a log.",0xC019003B
"A rollback could not be scheduled because a previously scheduled rollback has already executed or been queued for execution.",0xC019003C
"The transactional metadata attribute on the file or directory %hs is corrupt and unreadable.",0xC019003D
"The encryption operation could not be completed because a transaction is active.",0xC019003E
"This object is not allowed to be opened in a transaction.",0xC019003F
"Memory mapping (creating a mapped section) a remote file under a transaction is not supported.",0xC0190040
"Promotion was required to allow the resource manager to enlist, but the transaction was set to disallow it.",0xC0190043
"This file is open for modification in an unresolved transaction and may be opened for execute only by a transacted reader.",0xC0190044
"The request to thaw frozen transactions was ignored because transactions were not previously frozen.",0xC0190045
"Transactions cannot be frozen because a freeze is already in progress.",0xC0190046
"The target volume is not a snapshot volume. This operation is valid only on a volume mounted as a snapshot.",0xC0190047
"The savepoint operation failed because files are open on the transaction, which is not permitted.",0xC0190048
"The sparse operation could not be completed because a transaction is active on the file.",0xC0190049
"The call to create a transaction manager object failed because the Tm Identity that is stored in the log file does not match the Tm Identity that was passed in as an argument.",0xC019004A
"I/O was attempted on a section object that has been floated as a result of a transaction ending. There is no valid data.",0xC019004B
"The transactional resource manager cannot currently accept transacted work due to a transient condition, such as low resources.",0xC019004C
"The transactional resource manager had too many transactions outstanding that could not be aborted. The transactional resource manager has been shut down.",0xC019004D
"The specified transaction was unable to be opened because it was not found.",0xC019004E
"The specified resource manager was unable to be opened because it was not found.",0xC019004F
"The specified enlistment was unable to be opened because it was not found.",0xC0190050
"The specified transaction manager was unable to be opened because it was not found.",0xC0190051
"The specified resource manager was unable to create an enlistment because its associated transaction manager is not online.",0xC0190052
"The specified transaction manager was unable to create the objects contained in its log file in the Ob namespace. Therefore, the transaction manager was unable to recover.",0xC0190053
"The call to create a superior enlistment on this transaction object could not be completed because the transaction object specified for the enlistment is a subordinate branch of the transaction. Only the root of the transaction can be enlisted as a superior.",0xC0190054
"Because the associated transaction manager or resource manager has been closed, the handle is no longer valid.",0xC0190055
"The compression operation could not be completed because a transaction is active on the file.",0xC0190056
"The specified operation could not be performed on this superior enlistment because the enlistment was not created with the corresponding completion response in the NotificationMask.",0xC0190057
"The specified operation could not be performed because the record to be logged was too long. This can occur because either there are too many enlistments on this transaction or the combined RecoveryInformation being logged on behalf of those enlistments is too long.",0xC0190058
"The link-tracking operation could not be completed because a transaction is active.",0xC0190059
"This operation cannot be performed in a transaction.",0xC019005A
"The kernel transaction manager had to abort or forget the transaction because it blocked forward progress.",0xC019005B
"The handle is no longer properly associated with its transaction.  It may have been opened in a transactional resource manager that was subsequently forced to restart.  Please close the handle and open a new one.",0xC0190060
"The specified operation could not be performed because the resource manager is not enlisted in the transaction.",0xC0190061
"The log service found an invalid log sector.",0xC01A0001
"The log service encountered a log sector with invalid block parity.",0xC01A0002
"The log service encountered a remapped log sector.",0xC01A0003
"The log service encountered a partial or incomplete log block.",0xC01A0004
"The log service encountered an attempt to access data outside the active log range.",0xC01A0005
"The log service user-log marshaling buffers are exhausted.",0xC01A0006
"The log service encountered an attempt to read from a marshaling area with an invalid read context.",0xC01A0007
"The log service encountered an invalid log restart area.",0xC01A0008
"The log service encountered an invalid log block version.",0xC01A0009
"The log service encountered an invalid log block.",0xC01A000A
"The log service encountered an attempt to read the log with an invalid read mode.",0xC01A000B
"The log service encountered a corrupted metadata file.",0xC01A000D
"The log service encountered a metadata file that could not be created by the log file system.",0xC01A000E
"The log service encountered a metadata file with inconsistent data.",0xC01A000F
"The log service encountered an attempt to erroneously allocate or dispose reservation space.",0xC01A0010
"The log service cannot delete the log file or the file system container.",0xC01A0011
"The log service has reached the maximum allowable containers allocated to a log file.",0xC01A0012
"The log service has attempted to read or write backward past the start of the log.",0xC01A0013
"The log policy could not be installed because a policy of the same type is already present.",0xC01A0014
"The log policy in question was not installed at the time of the request.",0xC01A0015
"The installed set of policies on the log is invalid.",0xC01A0016
"A policy on the log in question prevented the operation from completing.",0xC01A0017
"The log space cannot be reclaimed because the log is pinned by the archive tail.",0xC01A0018
"The log record is not a record in the log file.",0xC01A0019
"The number of reserved log records or the adjustment of the number of reserved log records is invalid.",0xC01A001A
"The reserved log space or the adjustment of the log space is invalid.",0xC01A001B
"A new or existing archive tail or the base of the active log is invalid.",0xC01A001C
"The log space is exhausted.",0xC01A001D
"The log is multiplexed; no direct writes to the physical log are allowed.",0xC01A001E
"The operation failed because the log is dedicated.",0xC01A001F
"The operation requires an archive context.",0xC01A0020
"Log archival is in progress.",0xC01A0021
"The operation requires a nonephemeral log, but the log is ephemeral.",0xC01A0022
"The log must have at least two containers before it can be read from or written to.",0xC01A0023
"A log client has already registered on the stream.",0xC01A0024
"A log client has not been registered on the stream.",0xC01A0025
"A request has already been made to handle the log full condition.",0xC01A0026
"The log service encountered an error when attempting to read from a log container.",0xC01A0027
"The log service encountered an error when attempting to write to a log container.",0xC01A0028
"The log service encountered an error when attempting to open a log container.",0xC01A0029
"The log service encountered an invalid container state when attempting a requested action.",0xC01A002A
"The log service is not in the correct state to perform a requested action.",0xC01A002B
"The log space cannot be reclaimed because the log is pinned.",0xC01A002C
"The log metadata flush failed.",0xC01A002D
"Security on the log and its containers is inconsistent.",0xC01A002E
"Records were appended to the log or reservation changes were made, but the log could not be flushed.",0xC01A002F
"The log is pinned due to reservation consuming most of the log space. Free some reserved records to make space available.",0xC01A0030
"{Display Driver Stopped Responding} The %hs display driver has stopped working normally. Save your work and reboot the system to restore full display functionality. The next time you reboot the computer, a dialog box will allow you to upload data about this failure to Microsoft.",0xC01B00EA
"A handler was not defined by the filter for this operation.",0xC01C0001
"A context is already defined for this object.",0xC01C0002
"Asynchronous requests are not valid for this operation.",0xC01C0003
"This is an internal error code used by the filter manager to determine if a fast I/O operation should be forced down the input/output request packet (IRP) path. Minifilters should never return this value.",0xC01C0004
"An invalid name request was made. The name requested cannot be retrieved at this time.",0xC01C0005
"Posting this operation to a worker thread for further processing is not safe at this time because it could lead to a system deadlock.",0xC01C0006
"The Filter Manager was not initialized when a filter tried to register. Make sure that the Filter Manager is loaded as a driver.",0xC01C0007
"The filter is not ready for attachment to volumes because it has not finished initializing (FltStartFiltering has not been called).",0xC01C0008
"The filter must clean up any operation-specific context at this time because it is being removed from the system before the operation is completed by the lower drivers.",0xC01C0009
"The Filter Manager had an internal error from which it cannot recover; therefore, the operation has failed. This is usually the result of a filter returning an invalid value from a pre-operation callback.",0xC01C000A
"The object specified for this action is in the process of being deleted; therefore, the action requested cannot be completed at this time.",0xC01C000B
"A nonpaged pool must be used for this type of context.",0xC01C000C
"A duplicate handler definition has been provided for an operation.",0xC01C000D
"The callback data queue has been disabled.",0xC01C000E
"Do not attach the filter to the volume at this time.",0xC01C000F
"Do not detach the filter from the volume at this time.",0xC01C0010
"An instance already exists at this altitude on the volume specified.",0xC01C0011
"An instance already exists with this name on the volume specified.",0xC01C0012
"The system could not find the filter specified.",0xC01C0013
"The system could not find the volume specified.",0xC01C0014
"The system could not find the instance specified.",0xC01C0015
"No registered context allocation definition was found for the given request.",0xC01C0016
"An invalid parameter was specified during context registration.",0xC01C0017
"The name requested was not found in the Filter Manager name cache and could not be retrieved from the file system.",0xC01C0018
"The requested device object does not exist for the given volume.",0xC01C0019
"The specified volume is already mounted.",0xC01C001A
"The specified transaction context is already enlisted in a transaction.",0xC01C001B
"The specified context is already attached to another object.",0xC01C001C
"No waiter is present for the filter's reply to this message.",0xC01C0020
"A monitor descriptor could not be obtained.",0xC01D0001
"This release does not support the format of the obtained monitor descriptor.",0xC01D0002
"The checksum of the obtained monitor descriptor is invalid.",0xC01D0003
"The monitor descriptor contains an invalid standard timing block.",0xC01D0004
"WMI data-block registration failed for one of the MSMonitorClass WMI subclasses.",0xC01D0005
"The provided monitor descriptor block is either corrupted or does not contain the monitor's detailed serial number.",0xC01D0006
"The provided monitor descriptor block is either corrupted or does not contain the monitor's user-friendly name.",0xC01D0007
"There is no monitor descriptor data at the specified (offset or size) region.",0xC01D0008
"The monitor descriptor contains an invalid detailed timing block.",0xC01D0009
"Monitor descriptor contains invalid manufacture date.",0xC01D000A
"Exclusive mode ownership is needed to create an unmanaged primary allocation.",0xC01E0000
"The driver needs more DMA buffer space to complete the requested operation.",0xC01E0001
"The specified display adapter handle is invalid.",0xC01E0002
"The specified display adapter and all of its state have been reset.",0xC01E0003
"The driver stack does not match the expected driver model.",0xC01E0004
"Present happened but ended up into the changed desktop mode.",0xC01E0005
"Nothing to present due to desktop occlusion.",0xC01E0006
"Not able to present due to denial of desktop access.",0xC01E0007
"Not able to present with color conversion.",0xC01E0008
"Present redirection is disabled (desktop windowing management subsystem is off).",0xC01E000B
"Previous exclusive VidPn source owner has released its ownership",0xC01E000C
"Not enough video memory is available to complete the operation.",0xC01E0100
"Could not probe and lock the underlying memory of an allocation.",0xC01E0101
"The allocation is currently busy.",0xC01E0102
"An object being referenced has already reached the maximum reference count and cannot be referenced further.",0xC01E0103
"A problem could not be solved due to an existing condition. Try again later.",0xC01E0104
"A problem could not be solved due to an existing condition. Try again now.",0xC01E0105
"The allocation is invalid.",0xC01E0106
"No more unswizzling apertures are currently available.",0xC01E0107
"The current allocation cannot be unswizzled by an aperture.",0xC01E0108
"The request failed because a pinned allocation cannot be evicted.",0xC01E0109
"The allocation cannot be used from its current segment location for the specified operation.",0xC01E0110
"A locked allocation cannot be used in the current command buffer.",0xC01E0111
"The allocation being referenced has been closed permanently.",0xC01E0112
"An invalid allocation instance is being referenced.",0xC01E0113
"An invalid allocation handle is being referenced.",0xC01E0114
"The allocation being referenced does not belong to the current device.",0xC01E0115
"The specified allocation lost its content.",0xC01E0116
"A GPU exception was detected on the given device. The device cannot be scheduled.",0xC01E0200
"The specified VidPN topology is invalid.",0xC01E0300
"The specified VidPN topology is valid but is not supported by this model of the display adapter.",0xC01E0301
"The specified VidPN topology is valid but is not currently supported by the display adapter due to allocation of its resources.",0xC01E0302
"The specified VidPN handle is invalid.",0xC01E0303
"The specified video present source is invalid.",0xC01E0304
"The specified video present target is invalid.",0xC01E0305
"The specified VidPN modality is not supported (for example, at least two of the pinned modes are not co-functional).",0xC01E0306
"The specified VidPN source mode set is invalid.",0xC01E0308
"The specified VidPN target mode set is invalid.",0xC01E0309
"The specified video signal frequency is invalid.",0xC01E030A
"The specified video signal active region is invalid.",0xC01E030B
"The specified video signal total region is invalid.",0xC01E030C
"The specified video present source mode is invalid.",0xC01E0310
"The specified video present target mode is invalid.",0xC01E0311
"The pinned mode must remain in the set on the VidPN's co-functional modality enumeration.",0xC01E0312
"The specified video present path is already in the VidPN's topology.",0xC01E0313
"The specified mode is already in the mode set.",0xC01E0314
"The specified video present source set is invalid.",0xC01E0315
"The specified video present target set is invalid.",0xC01E0316
"The specified video present source is already in the video present source set.",0xC01E0317
"The specified video present target is already in the video present target set.",0xC01E0318
"The specified VidPN present path is invalid.",0xC01E0319
"The miniport has no recommendation for augmenting the specified VidPN's topology.",0xC01E031A
"The specified monitor frequency range set is invalid.",0xC01E031B
"The specified monitor frequency range is invalid.",0xC01E031C
"The specified frequency range is not in the specified monitor frequency range set.",0xC01E031D
"The specified frequency range is already in the specified monitor frequency range set.",0xC01E031F
"The specified mode set is stale. Reacquire the new mode set.",0xC01E0320
"The specified monitor source mode set is invalid.",0xC01E0321
"The specified monitor source mode is invalid.",0xC01E0322
"The miniport does not have a recommendation regarding the request to provide a functional VidPN given the current display adapter configuration.",0xC01E0323
"The ID of the specified mode is being used by another mode in the set.",0xC01E0324
"The system failed to determine a mode that is supported by both the display adapter and the monitor connected to it.",0xC01E0325
"The number of video present targets must be greater than or equal to the number of video present sources.",0xC01E0326
"The specified present path is not in the VidPN's topology.",0xC01E0327
"The display adapter must have at least one video present source.",0xC01E0328
"The display adapter must have at least one video present target.",0xC01E0329
"The specified monitor descriptor set is invalid.",0xC01E032A
"The specified monitor descriptor is invalid.",0xC01E032B
"The specified descriptor is not in the specified monitor descriptor set.",0xC01E032C
"The specified descriptor is already in the specified monitor descriptor set.",0xC01E032D
"The ID of the specified monitor descriptor is being used by another descriptor in the set.",0xC01E032E
"The specified video present target subset type is invalid.",0xC01E032F
"Two or more of the specified resources are not related to each other, as defined by the interface semantics.",0xC01E0330
"The ID of the specified video present source is being used by another source in the set.",0xC01E0331
"The ID of the specified video present target is being used by another target in the set.",0xC01E0332
"The specified VidPN source cannot be used because there is no available VidPN target to connect it to.",0xC01E0333
"The newly arrived monitor could not be associated with a display adapter.",0xC01E0334
"The particular display adapter does not have an associated VidPN manager.",0xC01E0335
"The VidPN manager of the particular display adapter does not have an active VidPN.",0xC01E0336
"The specified VidPN topology is stale; obtain the new topology.",0xC01E0337
"No monitor is connected on the specified video present target.",0xC01E0338
"The specified source is not part of the specified VidPN's topology.",0xC01E0339
"The specified primary surface size is invalid.",0xC01E033A
"The specified visible region size is invalid.",0xC01E033B
"The specified stride is invalid.",0xC01E033C
"The specified pixel format is invalid.",0xC01E033D
"The specified color basis is invalid.",0xC01E033E
"The specified pixel value access mode is invalid.",0xC01E033F
"The specified target is not part of the specified VidPN's topology.",0xC01E0340
"Failed to acquire the display mode management interface.",0xC01E0341
"The specified VidPN source is already owned by a DMM client and cannot be used until that client releases it.",0xC01E0342
"The specified VidPN is active and cannot be accessed.",0xC01E0343
"The specified VidPN's present path importance ordinal is invalid.",0xC01E0344
"The specified VidPN's present path content geometry transformation is invalid.",0xC01E0345
"The specified content geometry transformation is not supported on the respective VidPN present path.",0xC01E0346
"The specified gamma ramp is invalid.",0xC01E0347
"The specified gamma ramp is not supported on the respective VidPN present path.",0xC01E0348
"Multisampling is not supported on the respective VidPN present path.",0xC01E0349
"The specified mode is not in the specified mode set.",0xC01E034A
"The specified VidPN topology recommendation reason is invalid.",0xC01E034D
"The specified VidPN present path content type is invalid.",0xC01E034E
"The specified VidPN present path copy protection type is invalid.",0xC01E034F
"Only one unassigned mode set can exist at any one time for a particular VidPN source or target.",0xC01E0350
"The specified scan line ordering type is invalid.",0xC01E0352
"The topology changes are not allowed for the specified VidPN.",0xC01E0353
"All available importance ordinals are being used in the specified topology.",0xC01E0354
"The specified primary surface has a different private-format attribute than the current primary surface.",0xC01E0355
"The specified mode-pruning algorithm is invalid.",0xC01E0356
"The specified monitor-capability origin is invalid.",0xC01E0357
"The specified monitor-frequency range constraint is invalid.",0xC01E0358
"The maximum supported number of present paths has been reached.",0xC01E0359
"The miniport requested that augmentation be canceled for the specified source of the specified VidPN's topology.",0xC01E035A
"The specified client type was not recognized.",0xC01E035B
"The client VidPN is not set on this adapter (for example, no user mode-initiated mode changes have taken place on this adapter).",0xC01E035C
"The specified display adapter child device already has an external device connected to it.",0xC01E0400
"The display adapter child device does not support reporting a descriptor.",0xC01E0401
"The display adapter is not linked to any other adapters.",0xC01E0430
"The lead adapter in a linked configuration was not enumerated yet.",0xC01E0431
"Some chain adapters in a linked configuration have not yet been enumerated.",0xC01E0432
"The chain of linked adapters is not ready to start because of an unknown failure.",0xC01E0433
"An attempt was made to start a lead link display adapter when the chain links had not yet started.",0xC01E0434
"An attempt was made to turn on a lead link display adapter when the chain links were turned off.",0xC01E0435
"The adapter link was found in an inconsistent state. Not all adapters are in an expected PNP/power state.",0xC01E0436
"The driver trying to start is not the same as the driver for the posted display adapter.",0xC01E0438
"An operation is being attempted that requires the display adapter to be in a quiescent state.",0xC01E043B
"The driver does not support OPM.",0xC01E0500
"The driver does not support COPP.",0xC01E0501
"The driver does not support UAB.",0xC01E0502
"The specified encrypted parameters are invalid.",0xC01E0503
"An array passed to a function cannot hold all of the data that the function wants to put in it.",0xC01E0504
"The GDI display device passed to this function does not have any active protected outputs.",0xC01E0505
"The PVP cannot find an actual GDI display device that corresponds to the passed-in GDI display device name.",0xC01E0506
"This function failed because the GDI display device passed to it was not attached to the Windows desktop.",0xC01E0507
"The PVP does not support mirroring display devices because they do not have any protected outputs.",0xC01E0508
"The function failed because an invalid pointer parameter was passed to it. A pointer parameter is invalid if it is null, is not correctly aligned, or it points to an invalid address or a kernel mode address.",0xC01E050A
"An internal error caused an operation to fail.",0xC01E050B
"The function failed because the caller passed in an invalid OPM user-mode handle.",0xC01E050C
"This function failed because the GDI device passed to it did not have any monitors associated with it.",0xC01E050D
"A certificate could not be returned because the certificate buffer passed to the function was too small.",0xC01E050E
"DxgkDdiOpmCreateProtectedOutput() could not create a protected output because the video present yarget is in spanning mode.",0xC01E050F
"DxgkDdiOpmCreateProtectedOutput() could not create a protected output because the video present target is in theater mode.",0xC01E0510
"The function call failed because the display adapter's hardware functionality scan (HFS) failed to validate the graphics hardware.",0xC01E0511
"The HDCP SRM passed to this function did not comply with section 5 of the HDCP 1.1 specification.",0xC01E0512
"The protected output cannot enable the HDCP system because it does not support it.",0xC01E0513
"The protected output cannot enable analog copy protection because it does not support it.",0xC01E0514
"The protected output cannot enable the CGMS-A protection technology because it does not support it.",0xC01E0515
"DxgkDdiOPMGetInformation() cannot return the version of the SRM being used because the application never successfully passed an SRM to the protected output.",0xC01E0516
"DxgkDdiOPMConfigureProtectedOutput() cannot enable the specified output protection technology because the output's screen resolution is too high.",0xC01E0517
"DxgkDdiOPMConfigureProtectedOutput() cannot enable HDCP because other physical outputs are using the display adapter's HDCP hardware.",0xC01E0518
"The operating system asynchronously destroyed this OPM-protected output because the operating system state changed. This error typically occurs because the monitor PDO associated with this protected output was removed or stopped, the protected output's session became a nonconsole session, or the protected output's desktop became inactive.",0xC01E051A
"OPM functions cannot be called when a session is changing its type. Three types of sessions currently exist: console, disconnected, and remote (RDP or ICA).",0xC01E051B
"The DxgkDdiOPMGetCOPPCompatibleInformation, DxgkDdiOPMGetInformation, or DxgkDdiOPMConfigureProtectedOutput function failed. This error is returned only if a protected output has OPM semantics.",0xC01E051C
"DxgkDdiOPMGetCOPPCompatibleInformation always returns this error if a protected output has OPM semantics.","STATUS_GRAPHICS_OPM_PROTECTED_OUTPUT_DOES_NOT_HAVE_COPP_SEMANTICS"
"DxgkDdiOPMGetInformation returns this error code if the caller requested COPP-specific information.",
"DxgkDdiOPMConfigureProtectedOutput returns this error when the caller tries to use a COPP-specific command.",
"The DxgkDdiOPMGetInformation and DxgkDdiOPMGetCOPPCompatibleInformation functions return this error code if the passed-in sequence number is not the expected sequence number or the passed-in OMAC value is invalid.",0xC01E051D
"The function failed because an unexpected error occurred inside a display driver.",0xC01E051E
"The DxgkDdiOPMGetCOPPCompatibleInformation, DxgkDdiOPMGetInformation, or DxgkDdiOPMConfigureProtectedOutput function failed. This error is returned only if a protected output has COPP semantics.",0xC01E051F
"DxgkDdiOPMGetCOPPCompatibleInformation returns this error code if the caller requested OPM-specific information.","STATUS_GRAPHICS_OPM_PROTECTED_OUTPUT_DOES_NOT_HAVE_OPM_SEMANTICS"
"DxgkDdiOPMGetInformation always returns this error if a protected output has COPP semantics.",
"DxgkDdiOPMConfigureProtectedOutput returns this error when the caller tries to use an OPM-specific command.",
"The DxgkDdiOPMGetCOPPCompatibleInformation and DxgkDdiOPMConfigureProtectedOutput functions return this error if the display driver does not support the DXGKMDT_OPM_GET_ACP_AND_CGMSA_SIGNALING and DXGKMDT_OPM_SET_ACP_AND_CGMSA_SIGNALING GUIDs.",0xC01E0520
"The DxgkDdiOPMConfigureProtectedOutput function returns this error code if the passed-in sequence number is not the expected sequence number or the passed-in OMAC value is invalid.",0xC01E0521
"The monitor connected to the specified video output does not have an I2C bus.",0xC01E0580
"No device on the I2C bus has the specified address.",0xC01E0581
"An error occurred while transmitting data to the device on the I2C bus.",0xC01E0582
"An error occurred while receiving data from the device on the I2C bus.",0xC01E0583
"The monitor does not support the specified VCP code.",0xC01E0584
"The data received from the monitor is invalid.",0xC01E0585
"A function call failed because a monitor returned an invalid timing status byte when the operating system used the DDC/CI get timing report and timing message command to get a timing report from a monitor.",0xC01E0586
"A monitor returned a DDC/CI capabilities string that did not comply with the ACCESS.bus 3.0, DDC/CI 1.1, or MCCS 2 Revision 1 specification.",0xC01E0587
"An internal error caused an operation to fail.",0xC01E0588
"An operation failed because a DDC/CI message had an invalid value in its command field.",0xC01E0589
"This error occurred because a DDC/CI message had an invalid value in its length field.",0xC01E058A
"This error occurred because the value in a DDC/CI message's checksum field did not match the message's computed checksum value. This error implies that the data was corrupted while it was being transmitted from a monitor to a computer.",0xC01E058B
"This function failed because an invalid monitor handle was passed to it.",0xC01E058C
"The operating system asynchronously destroyed the monitor that corresponds to this handle because the operating system's state changed. This error typically occurs because the monitor PDO associated with this handle was removed or stopped, or a display mode change occurred. A display mode change occurs when Windows sends a WM_DISPLAYCHANGE message to applications.",0xC01E058D
"This function can be used only if a program is running in the local console session. It cannot be used if a program is running on a remote desktop session or on a terminal server session.",0xC01E05E0
"This function cannot find an actual GDI display device that corresponds to the specified GDI display device name.",0xC01E05E1
"The function failed because the specified GDI display device was not attached to the Windows desktop.",0xC01E05E2
"This function does not support GDI mirroring display devices because GDI mirroring display devices do not have any physical monitors associated with them.",0xC01E05E3
"The function failed because an invalid pointer parameter was passed to it. A pointer parameter is invalid if it is null, is not correctly aligned, or points to an invalid address or to a kernel mode address.",0xC01E05E4
"This function failed because the GDI device passed to it did not have a monitor associated with it.",0xC01E05E5
"An array passed to the function cannot hold all of the data that the function must copy into the array.",0xC01E05E6
"An internal error caused an operation to fail.",0xC01E05E7
"The function failed because the current session is changing its type. This function cannot be called when the current session is changing its type. Three types of sessions currently exist: console, disconnected, and remote (RDP or ICA).",0xC01E05E8
"The volume must be unlocked before it can be used.",0xC0210000
"The volume is fully decrypted and no key is available.",0xC0210001
"The control block for the encrypted volume is not valid.",0xC0210002
"Not enough free space remains on the volume to allow encryption.",0xC0210003
"The partition cannot be encrypted because the file system is not supported.",0xC0210004
"The file system is inconsistent. Run the Check Disk utility.",0xC0210005
"The file system does not extend to the end of the volume.",0xC0210006
"This operation cannot be performed while a file system is mounted on the volume.",0xC0210007
"BitLocker Drive Encryption is not included with this version of Windows.",0xC0210008
"The requested action was denied by the FVE control engine.",0xC0210009
"The data supplied is malformed.",0xC021000A
"The volume is not bound to the system.",0xC021000B
"The volume specified is not a data volume.",0xC021000C
"A read operation failed while converting the volume.",0xC021000D
"A write operation failed while converting the volume.",0xC021000E
"The control block for the encrypted volume was updated by another thread. Try again.",0xC021000F
"The volume encryption algorithm cannot be used on this sector size.",0xC0210010
"BitLocker recovery authentication failed.",0xC0210011
"The volume specified is not the boot operating system volume.",0xC0210012
"The BitLocker startup key or recovery password could not be read from external media.",0xC0210013
"The BitLocker startup key or recovery password file is corrupt or invalid.",0xC0210014
"The BitLocker encryption key could not be obtained from the startup key or the recovery password.",0xC0210015
"The TPM is disabled.",0xC0210016
"The authorization data for the SRK of the TPM is not zero.",0xC0210017
"The system boot information changed or the TPM locked out access to BitLocker encryption keys until the computer is restarted.",0xC0210018
"The BitLocker encryption key could not be obtained from the TPM.",0xC0210019
"The BitLocker encryption key could not be obtained from the TPM and PIN.",0xC021001A
"A boot application hash does not match the hash computed when BitLocker was turned on.",0xC021001B
"The Boot Configuration Data (BCD) settings are not supported or have changed because BitLocker was enabled.",0xC021001C
"Boot debugging is enabled. Run Windows Boot Configuration Data Store Editor (bcdedit.exe) to turn it off.",0xC021001D
"The BitLocker encryption key could not be obtained.",0xC021001E
"The metadata disk region pointer is incorrect.",0xC021001F
"The backup copy of the metadata is out of date.",0xC0210020
"No action was taken because a system restart is required.",0xC0210021
"No action was taken because BitLocker Drive Encryption is in RAW access mode.",0xC0210022
"BitLocker Drive Encryption cannot enter RAW access mode for this volume.",0xC0210023
"This feature of BitLocker Drive Encryption is not included with this version of Windows.",0xC0210026
"Group policy does not permit turning off BitLocker Drive Encryption on roaming data volumes.",0xC0210027
"Bitlocker Drive Encryption failed to recover from aborted conversion. This could be due to either all conversion logs being corrupted or the media being write-protected.",0xC0210028
"The requested virtualization size is too big.",0xC0210029
"The drive is too small to be protected using BitLocker Drive Encryption.",0xC0210030
"The callout does not exist.",0xC0220001
"The filter condition does not exist.",0xC0220002
"The filter does not exist.",0xC0220003
"The layer does not exist.",0xC0220004
"The provider does not exist.",0xC0220005
"The provider context does not exist.",0xC0220006
"The sublayer does not exist.",0xC0220007
