codepoints,emoji,group,name,"sub_group"
"1F468 1F3FB 200D 2764 200D 1F468 1F3FC","👨🏻‍❤‍👨🏼","People & Body","couple with heart: man, man, light skin tone, medium-light skin tone",family
"1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD","👨🏻‍❤️‍👨🏽","People & Body","couple with heart: man, man, light skin tone, medium skin tone",family
"1F468 1F3FB 200D 2764 200D 1F468 1F3FD","👨🏻‍❤‍👨🏽","People & Body","couple with heart: man, man, light skin tone, medium skin tone",family
"1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE","👨🏻‍❤️‍👨🏾","People & Body","couple with heart: man, man, light skin tone, medium-dark skin tone",family
"1F468 1F3FB 200D 2764 200D 1F468 1F3FE","👨🏻‍❤‍👨🏾","People & Body","couple with heart: man, man, light skin tone, medium-dark skin tone",family
"1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF","👨🏻‍❤️‍👨🏿","People & Body","couple with heart: man, man, light skin tone, dark skin tone",family
"1F468 1F3FB 200D 2764 200D 1F468 1F3FF","👨🏻‍❤‍👨🏿","People & Body","couple with heart: man, man, light skin tone, dark skin tone",family
"1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB","👨🏼‍❤️‍👨🏻","People & Body","couple with heart: man, man, medium-light skin tone, light skin tone",family
"1F468 1F3FC 200D 2764 200D 1F468 1F3FB","👨🏼‍❤‍👨🏻","People & Body","couple with heart: man, man, medium-light skin tone, light skin tone",family
"1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC","👨🏼‍❤️‍👨🏼","People & Body","couple with heart: man, man, medium-light skin tone",family
"1F468 1F3FC 200D 2764 200D 1F468 1F3FC","👨🏼‍❤‍👨🏼","People & Body","couple with heart: man, man, medium-light skin tone",family
"1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD","👨🏼‍❤️‍👨🏽","People & Body","couple with heart: man, man, medium-light skin tone, medium skin tone",family
"1F468 1F3FC 200D 2764 200D 1F468 1F3FD","👨🏼‍❤‍👨🏽","People & Body","couple with heart: man, man, medium-light skin tone, medium skin tone",family
"1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE","👨🏼‍❤️‍👨🏾","People & Body","couple with heart: man, man, medium-light skin tone, medium-dark skin tone",family
"1F468 1F3FC 200D 2764 200D 1F468 1F3FE","👨🏼‍❤‍👨🏾","People & Body","couple with heart: man, man, medium-light skin tone, medium-dark skin tone",family
"1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF","👨🏼‍❤️‍👨🏿","People & Body","couple with heart: man, man, medium-light skin tone, dark skin tone",family
"1F468 1F3FC 200D 2764 200D 1F468 1F3FF","👨🏼‍❤‍👨🏿","People & Body","couple with heart: man, man, medium-light skin tone, dark skin tone",family
"1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB","👨🏽‍❤️‍👨🏻","People & Body","couple with heart: man, man, medium skin tone, light skin tone",family
"1F468 1F3FD 200D 2764 200D 1F468 1F3FB","👨🏽‍❤‍👨🏻","People & Body","couple with heart: man, man, medium skin tone, light skin tone",family
"1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC","👨🏽‍❤️‍👨🏼","People & Body","couple with heart: man, man, medium skin tone, medium-light skin tone",family
"1F468 1F3FD 200D 2764 200D 1F468 1F3FC","👨🏽‍❤‍👨🏼","People & Body","couple with heart: man, man, medium skin tone, medium-light skin tone",family
"1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD","👨🏽‍❤️‍👨🏽","People & Body","couple with heart: man, man, medium skin tone",family
"1F468 1F3FD 200D 2764 200D 1F468 1F3FD","👨🏽‍❤‍👨🏽","People & Body","couple with heart: man, man, medium skin tone",family
"1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE","👨🏽‍❤️‍👨🏾","People & Body","couple with heart: man, man, medium skin tone, medium-dark skin tone",family
"1F468 1F3FD 200D 2764 200D 1F468 1F3FE","👨🏽‍❤‍👨🏾","People & Body","couple with heart: man, man, medium skin tone, medium-dark skin tone",family
"1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF","👨🏽‍❤️‍👨🏿","People & Body","couple with heart: man, man, medium skin tone, dark skin tone",family
"1F468 1F3FD 200D 2764 200D 1F468 1F3FF","👨🏽‍❤‍👨🏿","People & Body","couple with heart: man, man, medium skin tone, dark skin tone",family
"1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB","👨🏾‍❤️‍👨🏻","People & Body","couple with heart: man, man, medium-dark skin tone, light skin tone",family
"1F468 1F3FE 200D 2764 200D 1F468 1F3FB","👨🏾‍❤‍👨🏻","People & Body","couple with heart: man, man, medium-dark skin tone, light skin tone",family
"1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC","👨🏾‍❤️‍👨🏼","People & Body","couple with heart: man, man, medium-dark skin tone, medium-light skin tone",family
"1F468 1F3FE 200D 2764 200D 1F468 1F3FC","👨🏾‍❤‍👨🏼","People & Body","couple with heart: man, man, medium-dark skin tone, medium-light skin tone",family
"1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD","👨🏾‍❤️‍👨🏽","People & Body","couple with heart: man, man, medium-dark skin tone, medium skin tone",family
"1F468 1F3FE 200D 2764 200D 1F468 1F3FD","👨🏾‍❤‍👨🏽","People & Body","couple with heart: man, man, medium-dark skin tone, medium skin tone",family
"1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE","👨🏾‍❤️‍👨🏾","People & Body","couple with heart: man, man, medium-dark skin tone",family
"1F468 1F3FE 200D 2764 200D 1F468 1F3FE","👨🏾‍❤‍👨🏾","People & Body","couple with heart: man, man, medium-dark skin tone",family
"1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF","👨🏾‍❤️‍👨🏿","People & Body","couple with heart: man, man, medium-dark skin tone, dark skin tone",family
"1F468 1F3FE 200D 2764 200D 1F468 1F3FF","👨🏾‍❤‍👨🏿","People & Body","couple with heart: man, man, medium-dark skin tone, dark skin tone",family
"1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB","👨🏿‍❤️‍👨🏻","People & Body","couple with heart: man, man, dark skin tone, light skin tone",family
"1F468 1F3FF 200D 2764 200D 1F468 1F3FB","👨🏿‍❤‍👨🏻","People & Body","couple with heart: man, man, dark skin tone, light skin tone",family
"1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC","👨🏿‍❤️‍👨🏼","People & Body","couple with heart: man, man, dark skin tone, medium-light skin tone",family
"1F468 1F3FF 200D 2764 200D 1F468 1F3FC","👨🏿‍❤‍👨🏼","People & Body","couple with heart: man, man, dark skin tone, medium-light skin tone",family
"1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD","👨🏿‍❤️‍👨🏽","People & Body","couple with heart: man, man, dark skin tone, medium skin tone",family
"1F468 1F3FF 200D 2764 200D 1F468 1F3FD","👨🏿‍❤‍👨🏽","People & Body","couple with heart: man, man, dark skin tone, medium skin tone",family
"1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE","👨🏿‍❤️‍👨🏾","People & Body","couple with heart: man, man, dark skin tone, medium-dark skin tone",family
"1F468 1F3FF 200D 2764 200D 1F468 1F3FE","👨🏿‍❤‍👨🏾","People & Body","couple with heart: man, man, dark skin tone, medium-dark skin tone",family
"1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF","👨🏿‍❤️‍👨🏿","People & Body","couple with heart: man, man, dark skin tone",family
"1F468 1F3FF 200D 2764 200D 1F468 1F3FF","👨🏿‍❤‍👨🏿","People & Body","couple with heart: man, man, dark skin tone",family
"1F469 200D 2764 FE0F 200D 1F469","👩‍❤️‍👩","People & Body","couple with heart: woman, woman",family
"1F469 200D 2764 200D 1F469","👩‍❤‍👩","People & Body","couple with heart: woman, woman",family
"1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB","👩🏻‍❤️‍👩🏻","People & Body","couple with heart: woman, woman, light skin tone",family
"1F469 1F3FB 200D 2764 200D 1F469 1F3FB","👩🏻‍❤‍👩🏻","People & Body","couple with heart: woman, woman, light skin tone",family
"1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC","👩🏻‍❤️‍👩🏼","People & Body","couple with heart: woman, woman, light skin tone, medium-light skin tone",family
"1F469 1F3FB 200D 2764 200D 1F469 1F3FC","👩🏻‍❤‍👩🏼","People & Body","couple with heart: woman, woman, light skin tone, medium-light skin tone",family
"1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD","👩🏻‍❤️‍👩🏽","People & Body","couple with heart: woman, woman, light skin tone, medium skin tone",family
"1F469 1F3FB 200D 2764 200D 1F469 1F3FD","👩🏻‍❤‍👩🏽","People & Body","couple with heart: woman, woman, light skin tone, medium skin tone",family
"1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE","👩🏻‍❤️‍👩🏾","People & Body","couple with heart: woman, woman, light skin tone, medium-dark skin tone",family
"1F469 1F3FB 200D 2764 200D 1F469 1F3FE","👩🏻‍❤‍👩🏾","People & Body","couple with heart: woman, woman, light skin tone, medium-dark skin tone",family
"1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF","👩🏻‍❤️‍👩🏿","People & Body","couple with heart: woman, woman, light skin tone, dark skin tone",family
"1F469 1F3FB 200D 2764 200D 1F469 1F3FF","👩🏻‍❤‍👩🏿","People & Body","couple with heart: woman, woman, light skin tone, dark skin tone",family
"1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB","👩🏼‍❤️‍👩🏻","People & Body","couple with heart: woman, woman, medium-light skin tone, light skin tone",family
"1F469 1F3FC 200D 2764 200D 1F469 1F3FB","👩🏼‍❤‍👩🏻","People & Body","couple with heart: woman, woman, medium-light skin tone, light skin tone",family
"1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC","👩🏼‍❤️‍👩🏼","People & Body","couple with heart: woman, woman, medium-light skin tone",family
"1F469 1F3FC 200D 2764 200D 1F469 1F3FC","👩🏼‍❤‍👩🏼","People & Body","couple with heart: woman, woman, medium-light skin tone",family
"1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD","👩🏼‍❤️‍👩🏽","People & Body","couple with heart: woman, woman, medium-light skin tone, medium skin tone",family
"1F469 1F3FC 200D 2764 200D 1F469 1F3FD","👩🏼‍❤‍👩🏽","People & Body","couple with heart: woman, woman, medium-light skin tone, medium skin tone",family
"1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE","👩🏼‍❤️‍👩🏾","People & Body","couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone",family
"1F469 1F3FC 200D 2764 200D 1F469 1F3FE","👩🏼‍❤‍👩🏾","People & Body","couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone",family
"1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF","👩🏼‍❤️‍👩🏿","People & Body","couple with heart: woman, woman, medium-light skin tone, dark skin tone",family
"1F469 1F3FC 200D 2764 200D 1F469 1F3FF","👩🏼‍❤‍👩🏿","People & Body","couple with heart: woman, woman, medium-light skin tone, dark skin tone",family
"1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB","👩🏽‍❤️‍👩🏻","People & Body","couple with heart: woman, woman, medium skin tone, light skin tone",family
"1F469 1F3FD 200D 2764 200D 1F469 1F3FB","👩🏽‍❤‍👩🏻","People & Body","couple with heart: woman, woman, medium skin tone, light skin tone",family
"1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC","👩🏽‍❤️‍👩🏼","People & Body","couple with heart: woman, woman, medium skin tone, medium-light skin tone",family
"1F469 1F3FD 200D 2764 200D 1F469 1F3FC","👩🏽‍❤‍👩🏼","People & Body","couple with heart: woman, woman, medium skin tone, medium-light skin tone",family
"1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD","👩🏽‍❤️‍👩🏽","People & Body","couple with heart: woman, woman, medium skin tone",family
"1F469 1F3FD 200D 2764 200D 1F469 1F3FD","👩🏽‍❤‍👩🏽","People & Body","couple with heart: woman, woman, medium skin tone",family
"1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE","👩🏽‍❤️‍👩🏾","People & Body","couple with heart: woman, woman, medium skin tone, medium-dark skin tone",family
"1F469 1F3FD 200D 2764 200D 1F469 1F3FE","👩🏽‍❤‍👩🏾","People & Body","couple with heart: woman, woman, medium skin tone, medium-dark skin tone",family
"1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF","👩🏽‍❤️‍👩🏿","People & Body","couple with heart: woman, woman, medium skin tone, dark skin tone",family
"1F469 1F3FD 200D 2764 200D 1F469 1F3FF","👩🏽‍❤‍👩🏿","People & Body","couple with heart: woman, woman, medium skin tone, dark skin tone",family
"1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FB","👩🏾‍❤️‍👩🏻","People & Body","couple with heart: woman, woman, medium-dark skin tone, light skin tone",family
"1F469 1F3FE 200D 2764 200D 1F469 1F3FB","👩🏾‍❤‍👩🏻","People & Body","couple with heart: woman, woman, medium-dark skin tone, light skin tone",family
"1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FC","👩🏾‍❤️‍👩🏼","People & Body","couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone",family
"1F469 1F3FE 200D 2764 200D 1F469 1F3FC","👩🏾‍❤‍👩🏼","People & Body","couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone",family
"1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FD","👩🏾‍❤️‍👩🏽","People & Body","couple with heart: woman, woman, medium-dark skin tone, medium skin tone",family
"1F469 1F3FE 200D 2764 200D 1F469 1F3FD","👩🏾‍❤‍👩🏽","People & Body","couple with heart: woman, woman, medium-dark skin tone, medium skin tone",family
"1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FE","👩🏾‍❤️‍👩🏾","People & Body","couple with heart: woman, woman, medium-dark skin tone",family
"1F469 1F3FE 200D 2764 200D 1F469 1F3FE","👩🏾‍❤‍👩🏾","People & Body","couple with heart: woman, woman, medium-dark skin tone",family
"1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FF","👩🏾‍❤️‍👩🏿","People & Body","couple with heart: woman, woman, medium-dark skin tone, dark skin tone",family
"1F469 1F3FE 200D 2764 200D 1F469 1F3FF","👩🏾‍❤‍👩🏿","People & Body","couple with heart: woman, woman, medium-dark skin tone, dark skin tone",family
"1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FB","👩🏿‍❤️‍👩🏻","People & Body","couple with heart: woman, woman, dark skin tone, light skin tone",family
"1F469 1F3FF 200D 2764 200D 1F469 1F3FB","👩🏿‍❤‍👩🏻","People & Body","couple with heart: woman, woman, dark skin tone, light skin tone",family
"1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FC","👩🏿‍❤️‍👩🏼","People & Body","couple with heart: woman, woman, dark skin tone, medium-light skin tone",family
"1F469 1F3FF 200D 2764 200D 1F469 1F3FC","👩🏿‍❤‍👩🏼","People & Body","couple with heart: woman, woman, dark skin tone, medium-light skin tone",family
"1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FD","👩🏿‍❤️‍👩🏽","People & Body","couple with heart: woman, woman, dark skin tone, medium skin tone",family
"1F469 1F3FF 200D 2764 200D 1F469 1F3FD","👩🏿‍❤‍👩🏽","People & Body","couple with heart: woman, woman, dark skin tone, medium skin tone",family
"1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FE","👩🏿‍❤️‍👩🏾","People & Body","couple with heart: woman, woman, dark skin tone, medium-dark skin tone",family
"1F469 1F3FF 200D 2764 200D 1F469 1F3FE","👩🏿‍❤‍👩🏾","People & Body","couple with heart: woman, woman, dark skin tone, medium-dark skin tone",family
"1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FF","👩🏿‍❤️‍👩🏿","People & Body","couple with heart: woman, woman, dark skin tone",family
"1F469 1F3FF 200D 2764 200D 1F469 1F3FF","👩🏿‍❤‍👩🏿","People & Body","couple with heart: woman, woman, dark skin tone",family
1F46A,"👪","People & Body",family,family
"1F468 200D 1F469 200D 1F466","👨‍👩‍👦","People & Body","family: man, woman, boy",family
"1F468 200D 1F469 200D 1F467","👨‍👩‍👧","People & Body","family: man, woman, girl",family
"1F468 200D 1F469 200D 1F467 200D 1F466","👨‍👩‍👧‍👦","People & Body","family: man, woman, girl, boy",family
"1F468 200D 1F469 200D 1F466 200D 1F466","👨‍👩‍👦‍👦","People & Body","family: man, woman, boy, boy",family
"1F468 200D 1F469 200D 1F467 200D 1F467","👨‍👩‍👧‍👧","People & Body","family: man, woman, girl, girl",family
"1F468 200D 1F468 200D 1F466","👨‍👨‍👦","People & Body","family: man, man, boy",family
"1F468 200D 1F468 200D 1F467","👨‍👨‍👧","People & Body","family: man, man, girl",family
"1F468 200D 1F468 200D 1F467 200D 1F466","👨‍👨‍👧‍👦","People & Body","family: man, man, girl, boy",family
"1F468 200D 1F468 200D 1F466 200D 1F466","👨‍👨‍👦‍👦","People & Body","family: man, man, boy, boy",family
"1F468 200D 1F468 200D 1F467 200D 1F467","👨‍👨‍👧‍👧","People & Body","family: man, man, girl, girl",family
"1F469 200D 1F469 200D 1F466","👩‍👩‍👦","People & Body","family: woman, woman, boy",family
"1F469 200D 1F469 200D 1F467","👩‍👩‍👧","People & Body","family: woman, woman, girl",family
"1F469 200D 1F469 200D 1F467 200D 1F466","👩‍👩‍👧‍👦","People & Body","family: woman, woman, girl, boy",family
"1F469 200D 1F469 200D 1F466 200D 1F466","👩‍👩‍👦‍👦","People & Body","family: woman, woman, boy, boy",family
"1F469 200D 1F469 200D 1F467 200D 1F467","👩‍👩‍👧‍👧","People & Body","family: woman, woman, girl, girl",family
"1F468 200D 1F466","👨‍👦","People & Body","family: man, boy",family
"1F468 200D 1F466 200D 1F466","👨‍👦‍👦","People & Body","family: man, boy, boy",family
"1F468 200D 1F467","👨‍👧","People & Body","family: man, girl",family
"1F468 200D 1F467 200D 1F466","👨‍👧‍👦","People & Body","family: man, girl, boy",family
"1F468 200D 1F467 200D 1F467","👨‍👧‍👧","People & Body","family: man, girl, girl",family
"1F469 200D 1F466","👩‍👦","People & Body","family: woman, boy",family
"1F469 200D 1F466 200D 1F466","👩‍👦‍👦","People & Body","family: woman, boy, boy",family
"1F469 200D 1F467","👩‍👧","People & Body","family: woman, girl",family
"1F469 200D 1F467 200D 1F466","👩‍👧‍👦","People & Body","family: woman, girl, boy",family
"1F469 200D 1F467 200D 1F467","👩‍👧‍👧","People & Body","family: woman, girl, girl",family
"1F5E3 FE0F","🗣️","People & Body","speaking head","person-symbol"
1F5E3,"🗣","People & Body","speaking head","person-symbol"
1F464,"👤","People & Body","bust in silhouette","person-symbol"
1F465,"👥","People & Body","busts in silhouette","person-symbol"
1FAC2,"🫂","People & Body","people hugging","person-symbol"
1F463,"👣","People & Body",footprints,"person-symbol"
1F435,"🐵","Animals & Nature","monkey face","animal-mammal"
1F412,"🐒","Animals & Nature",monkey,"animal-mammal"
1F98D,"🦍","Animals & Nature",gorilla,"animal-mammal"
1F9A7,"🦧","Animals & Nature",orangutan,"animal-mammal"
1F436,"🐶","Animals & Nature","dog face","animal-mammal"
1F415,"🐕","Animals & Nature",dog,"animal-mammal"
1F9AE,"🦮","Animals & Nature","guide dog","animal-mammal"
"1F415 200D 1F9BA","🐕‍🦺","Animals & Nature","service dog","animal-mammal"
1F429,"🐩","Animals & Nature",poodle,"animal-mammal"
1F43A,"🐺","Animals & Nature",wolf,"animal-mammal"
1F98A,"🦊","Animals & Nature",fox,"animal-mammal"
1F99D,"🦝","Animals & Nature",raccoon,"animal-mammal"
1F431,"🐱","Animals & Nature","cat face","animal-mammal"
1F408,"🐈","Animals & Nature",cat,"animal-mammal"
"1F408 200D 2B1B","🐈‍⬛","Animals & Nature","black cat","animal-mammal"
1F981,"🦁","Animals & Nature",lion,"animal-mammal"
1F42F,"🐯","Animals & Nature","tiger face","animal-mammal"
1F405,"🐅","Animals & Nature",tiger,"animal-mammal"
1F406,"🐆","Animals & Nature",leopard,"animal-mammal"
1F434,"🐴","Animals & Nature","horse face","animal-mammal"
1F40E,"🐎","Animals & Nature",horse,"animal-mammal"
1F984,"🦄","Animals & Nature",unicorn,"animal-mammal"
1F993,"🦓","Animals & Nature",zebra,"animal-mammal"
1F98C,"🦌","Animals & Nature",deer,"animal-mammal"
1F9AC,"🦬","Animals & Nature",bison,"animal-mammal"
1F42E,"🐮","Animals & Nature","cow face","animal-mammal"
1F402,"🐂","Animals & Nature",ox,"animal-mammal"
1F403,"🐃","Animals & Nature","water buffalo","animal-mammal"
1F404,"🐄","Animals & Nature",cow,"animal-mammal"
1F437,"🐷","Animals & Nature","pig face","animal-mammal"
1F416,"🐖","Animals & Nature",pig,"animal-mammal"
1F417,"🐗","Animals & Nature",boar,"animal-mammal"
1F43D,"🐽","Animals & Nature","pig nose","animal-mammal"
1F40F,"🐏","Animals & Nature",ram,"animal-mammal"
1F411,"🐑","Animals & Nature",ewe,"animal-mammal"
1F410,"🐐","Animals & Nature",goat,"animal-mammal"
1F42A,"🐪","Animals & Nature",camel,"animal-mammal"
1F42B,"🐫","Animals & Nature","two-hump camel","animal-mammal"
1F999,"🦙","Animals & Nature",llama,"animal-mammal"
1F992,"🦒","Animals & Nature",giraffe,"animal-mammal"
1F418,"🐘","Animals & Nature",elephant,"animal-mammal"
1F9A3,"🦣","Animals & Nature",mammoth,"animal-mammal"
1F98F,"🦏","Animals & Nature",rhinoceros,"animal-mammal"
1F99B,"🦛","Animals & Nature",hippopotamus,"animal-mammal"
1F42D,"🐭","Animals & Nature","mouse face","animal-mammal"
1F401,"🐁","Animals & Nature",mouse,"animal-mammal"
1F400,"🐀","Animals & Nature",rat,"animal-mammal"
1F439,"🐹","Animals & Nature",hamster,"animal-mammal"
1F430,"🐰","Animals & Nature","rabbit face","animal-mammal"
1F407,"🐇","Animals & Nature",rabbit,"animal-mammal"
"1F43F FE0F","🐿️","Animals & Nature",chipmunk,"animal-mammal"
1F43F,"🐿","Animals & Nature",chipmunk,"animal-mammal"
1F9AB,"🦫","Animals & Nature",beaver,"animal-mammal"
1F994,"🦔","Animals & Nature",hedgehog,"animal-mammal"
1F987,"🦇","Animals & Nature",bat,"animal-mammal"
1F43B,"🐻","Animals & Nature",bear,"animal-mammal"
"1F43B 200D 2744 FE0F","🐻‍❄️","Animals & Nature","polar bear","animal-mammal"
"1F43B 200D 2744","🐻‍❄","Animals & Nature","polar bear","animal-mammal"
1F428,"🐨","Animals & Nature",koala,"animal-mammal"
1F43C,"🐼","Animals & Nature",panda,"animal-mammal"
1F9A5,"🦥","Animals & Nature",sloth,"animal-mammal"
1F9A6,"🦦","Animals & Nature",otter,"animal-mammal"
1F9A8,"🦨","Animals & Nature",skunk,"animal-mammal"
1F998,"🦘","Animals & Nature",kangaroo,"animal-mammal"
1F9A1,"🦡","Animals & Nature",badger,"animal-mammal"
1F43E,"🐾","Animals & Nature","paw prints","animal-mammal"
1F983,"🦃","Animals & Nature",turkey,"animal-bird"
1F414,"🐔","Animals & Nature",chicken,"animal-bird"
1F413,"🐓","Animals & Nature",rooster,"animal-bird"
1F423,"🐣","Animals & Nature","hatching chick","animal-bird"
1F424,"🐤","Animals & Nature","baby chick","animal-bird"
1F425,"🐥","Animals & Nature","front-facing baby chick","animal-bird"
1F426,"🐦","Animals & Nature",bird,"animal-bird"
1F427,"🐧","Animals & Nature",penguin,"animal-bird"
"1F54A FE0F","🕊️","Animals & Nature",dove,"animal-bird"
1F54A,"🕊","Animals & Nature",dove,"animal-bird"
1F985,"🦅","Animals & Nature",eagle,"animal-bird"
1F986,"🦆","Animals & Nature",duck,"animal-bird"
1F9A2,"🦢","Animals & Nature",swan,"animal-bird"
1F989,"🦉","Animals & Nature",owl,"animal-bird"
1F9A4,"🦤","Animals & Nature",dodo,"animal-bird"
1FAB6,"🪶","Animals & Nature",feather,"animal-bird"
1F9A9,"🦩","Animals & Nature",flamingo,"animal-bird"
1F99A,"🦚","Animals & Nature",peacock,"animal-bird"
1F99C,"🦜","Animals & Nature",parrot,"animal-bird"
1F438,"🐸","Animals & Nature",frog,"animal-amphibian"
1F40A,"🐊","Animals & Nature",crocodile,"animal-reptile"
1F422,"🐢","Animals & Nature",turtle,"animal-reptile"
1F98E,"🦎","Animals & Nature",lizard,"animal-reptile"
1F40D,"🐍","Animals & Nature",snake,"animal-reptile"
1F432,"🐲","Animals & Nature","dragon face","animal-reptile"
1F409,"🐉","Animals & Nature",dragon,"animal-reptile"
1F995,"🦕","Animals & Nature",sauropod,"animal-reptile"
1F996,"🦖","Animals & Nature","T-Rex","animal-reptile"
1F433,"🐳","Animals & Nature","spouting whale","animal-marine"
1F40B,"🐋","Animals & Nature",whale,"animal-marine"
1F42C,"🐬","Animals & Nature",dolphin,"animal-marine"
1F9AD,"🦭","Animals & Nature",seal,"animal-marine"
1F41F,"🐟","Animals & Nature",fish,"animal-marine"
1F420,"🐠","Animals & Nature","tropical fish","animal-marine"
1F421,"🐡","Animals & Nature",blowfish,"animal-marine"
1F988,"🦈","Animals & Nature",shark,"animal-marine"
1F419,"🐙","Animals & Nature",octopus,"animal-marine"
1F41A,"🐚","Animals & Nature","spiral shell","animal-marine"
1F40C,"🐌","Animals & Nature",snail,"animal-bug"
1F98B,"🦋","Animals & Nature",butterfly,"animal-bug"
1F41B,"🐛","Animals & Nature",bug,"animal-bug"
1F41C,"🐜","Animals & Nature",ant,"animal-bug"
1F41D,"🐝","Animals & Nature",honeybee,"animal-bug"
1FAB2,"🪲","Animals & Nature",beetle,"animal-bug"
1F41E,"🐞","Animals & Nature","lady beetle","animal-bug"
1F997,"🦗","Animals & Nature",cricket,"animal-bug"
1FAB3,"🪳","Animals & Nature",cockroach,"animal-bug"
"1F577 FE0F","🕷️","Animals & Nature",spider,"animal-bug"
1F577,"🕷","Animals & Nature",spider,"animal-bug"
"1F578 FE0F","🕸️","Animals & Nature","spider web","animal-bug"
1F578,"🕸","Animals & Nature","spider web","animal-bug"
1F982,"🦂","Animals & Nature",scorpion,"animal-bug"
1F99F,"🦟","Animals & Nature",mosquito,"animal-bug"
1FAB0,"🪰","Animals & Nature",fly,"animal-bug"
1FAB1,"🪱","Animals & Nature",worm,"animal-bug"
1F9A0,"🦠","Animals & Nature",microbe,"animal-bug"
1F490,"💐","Animals & Nature",bouquet,"plant-flower"
1F338,"🌸","Animals & Nature","cherry blossom","plant-flower"
1F4AE,"💮","Animals & Nature","white flower","plant-flower"
"1F3F5 FE0F","🏵️","Animals & Nature",rosette,"plant-flower"
1F3F5,"🏵","Animals & Nature",rosette,"plant-flower"
1F339,"🌹","Animals & Nature",rose,"plant-flower"
1F940,"🥀","Animals & Nature","wilted flower","plant-flower"
1F33A,"🌺","Animals & Nature",hibiscus,"plant-flower"
1F33B,"🌻","Animals & Nature",sunflower,"plant-flower"
1F33C,"🌼","Animals & Nature",blossom,"plant-flower"
1F337,"🌷","Animals & Nature",tulip,"plant-flower"
1F331,"🌱","Animals & Nature",seedling,"plant-other"
1FAB4,"🪴","Animals & Nature","potted plant","plant-other"
1F332,"🌲","Animals & Nature","evergreen tree","plant-other"
1F333,"🌳","Animals & Nature","deciduous tree","plant-other"
1F334,"🌴","Animals & Nature","palm tree","plant-other"
1F335,"🌵","Animals & Nature",cactus,"plant-other"
1F33E,"🌾","Animals & Nature","sheaf of rice","plant-other"
1F33F,"🌿","Animals & Nature",herb,"plant-other"
"2618 FE0F","☘️","Animals & Nature",shamrock,"plant-other"
2618,"☘","Animals & Nature",shamrock,"plant-other"
1F340,"🍀","Animals & Nature","four leaf clover","plant-other"
1F341,"🍁","Animals & Nature","maple leaf","plant-other"
