Event_ID,SonicOS_Category_Name,SonicOS_Group_Name,Syslog_Legacy_Category,Priority_Level,SNMP_Trap_Type,Event_Name,Log_Event_Message,Network_Traffic,mv_tag,action,result,change_type,object_category
958,VPN,VPN IKEv2,User Activity,WARNING,---,Payload Validation Failed,IKEv2 Payload validation failed.,,,,,,
959,VPN,VPN IKEv2,User Activity,WARNING,---,Unable to Find IKE SA,IKEv2 Unable to find IKE SA,,,,,,
960,VPN,VPN IKEv2,User Activity,WARNING,---,Decrypt Packet Failed,IKEv2 Decrypt packet failed,,,,,,
961,VPN,VPN IKEv2,User Activity,WARNING,---,Out of Memory,IKEv2 Out of memory,,,,,,
962,VPN,VPN IKEv2,User Activity,ERROR,---,Responder: Policy for Remote IKE ID Not Found,IKEv2 Responder: Policy for remote IKE ID not found,,,,,,
963,VPN,VPN IKEv2,User Activity,WARNING,---,Process Message Queue Failed,IKEv2 Process Message queue failed,,,,,,
964,VPN,VPN IKEv2,User Activity,WARNING,---,Invalid State,IKEv2 Invalid state,,,,,,
965,VPN,VPN IKE,System Error,ERROR,---,IKE Responder: No VPN Access Networks Assigned,IKE Responder: Client Policy has no VPN Access Networks assigned. Check Configuration.,,,,,,
966,VPN,VPN IKEv2,User Activity,WARNING,---,Invalid SPI Size,IKEv2 Invalid SPI size,,,,,,
967,VPN,VPN IKEv2,User Activity,WARNING,---,VPN Policy Not Found,IKEv2 VPN Policy not found,,,,,,
968,VPN,VPN IKEv2,User Activity,WARNING,---,IPsec Proposal Mismatch,IKEv2 IPsec proposal does not match,,,,,,
969,VPN,VPN IKEv2,User Activity,WARNING,---,IPsec Attribute Not Found,IKEv2 IPsec attribute not found,,,,,,
970,VPN,VPN IKEv2,User Activity,WARNING,---,IKE Attribute Not Found,IKEv2 IKE attribute not found,,,,,,
971,VPN,VPN IKEv2,User Activity,WARNING,---,Peer Not Responding,IKEv2 Peer is not responding. Negotiation aborted.,,,,,,
972,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout,IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request.,,,,,,
973,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Received IKE_SA_INT Response,IKEv2 Initiator: Received IKE_SA_INT response,,,,,,
974,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Received IKE_AUTH Response,IKEv2 Initiator: Received IKE_AUTH response,,,,,,
975,VPN,VPN IKEv2,User Activity,INFO,---,Initiator: Received CREATE_CHILD _SA Response,IKEv2 Initiator: Received CREATE_CHILD_SA response,,,,,,
976,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Send IKE_SA_INIT Response,IKEv2 Responder: Send IKE_SA_INIT response,,,,,,
977,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Send IKE_AUTH response,IKEv2 Responder: Send IKE_AUTH response,,,,,,
978,VPN,VPN IKEv2,User Activity,INFO,---,Negotiation Completed,IKEv2 negotiation complete,,,,,,
979,VPN,VPN IKEv2,User Activity,ERROR,---,Failed to Transmit Packet,IKEv2 Function sendto() failed to transmit packet.,,,,,,
980,VPN,VPN IKEv2,User Activity,WARNING,---,Initiator: Proposed IKE ID Mismatch,IKEv2 Initiator: Proposed IKE ID mismatch,,,,,,
981,VPN,VPN IKEv2,User Activity,WARNING,---,IKE Proposal Mismatch,IKEv2 IKE proposal does not match,,,,,,
982,VPN,VPN IKEv2,User Activity,INFO,---,Received Notify Status Payload,IKEv2 Received notify status payload,,,,,,
983,VPN,VPN IKEv2,User Activity,WARNING,---,Received Notify Error Payload,IKEv2 Received notify error payload,,,,,,
984,VPN,VPN IKEv2,User Activity,INFO,---,No NAT Device Detected,IKEv2 No NAT device detected between negotiating peers,,,,,,
985,VPN,VPN IKEv2,User Activity,INFO,---,NAT Device Detected Between Negotiating Peers,IKEv2 NAT device detected between negotiating peers,,,,,,
986,Users,Authentication Access,User Activity,INFO,---,Not Allowed by Policy Rule,User login denied - not allowed by Policy rule,,,failure,,,
987,Users,Authentication Access,User Activity,INFO,---,Not Found Locally,User login denied - not found locally,,,failure,,,
988,Users,SSO Agent Authentication,User Activity,WARNING,---,Timeout,User login denied - SSO agent Timeout,,,failure,,,
989,Users,SSO Agent Authentication,User Activity,WARNING,---,Configuration Error,User login denied - SSO agent configuration error,,,failure,,,
990,Users,SSO Agent Authentication,User Activity,WARNING,---,Communicatio n Problem,User login denied - SSO agent communication problem,,,failure,,,
991,Users,SSO Agent Authentication,User Activity,WARNING,---,Name Resolution Failed,User login denied - SSO agent name resolution failed,,,failure,,,
992,Users,SSO Agent Authentication,User Activity,WARNING,---,User Name Too Long,SSO agent returned user name too long,,,,,,
993,Users,SSO Agent Authentication,User Activity,WARNING,---,Domain Name Too Long,SSO agent returned domain name too long,,,,,,
994,Users,Authentication Access,User Activity,INFO,---,Configuration Mode Administration Session Started,Configuration mode administration session started,,change,,,,Users
995,Users,Authentication Access,User Activity,INFO,---,Configuration Mode Administration Session Ended,Configuration mode administration session ended,,,,,,
996,Users,Authentication Access,User Activity,INFO,---,Read-only Mode GUI Administration Session Started,Read-only mode GUI administration session started,,,,,,
997,Users,Authentication Access,User Activity,INFO,---,Non-Config Mode GUI Administration Session Started,Non-config mode GUI administration session started,,,,,,
998,Users,Authentication Access,User Activity,INFO,---,GUI Administration Session End,GUI administration session ended,,,,,,
999,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Website Found in Blacklist,SSL Control: Website found in blacklist,,,,,,
1000,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Website Found in Whitelist,SSL Control: Website found in whitelist,,,,,,
1001,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Weak SSL Version,SSL Control: Weak SSL Version being used,,,,,,
1002,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Certificate With Invalid Date,SSL Control: Certificate with invalid date,,,,,,
1003,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Self-Signed Certificate,SSL Control: Self-signed certificate,,,,,,
1004,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Weak Cipher Being Used,SSL Control: Weak cipher being used,,,,,,
1005,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Untrusted CA,SSL Control: Untrusted CA,,,,,,
1006,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Certificate Chain Incomplete,SSL Control: Certificate chain not complete,,,,,,
1008,Users,Authentication Access,User Activity,INFO,---,Logout Detected by SSO,User logged out - logout detected by SSO,,,,,,
1009,Users,Radius Authentication,System Error,ERROR,---,Bind to LDAP Server Failed,Bind to LDAP server failed,,,,,,
1010,Users,Radius Authentication,System Error,ALERT,---,Using LDAP Without TLS,Using LDAP without TLS - highly insecure,,,,,,
1011,Users,Radius Authentication,System Error,WARNING,---,Non-Administr ative Attempt to Change Password,LDAP using non-administrative account - VPN client user will not be able to change passwords,,,,,,
1012,VPN,VPN IKEv2,User Activity,INFO,---,Responder: Send CREATE_CHILD _SA Response,IKEv2 Responder: Send CREATE_CHILD_SA response,,,,,,
1013,VPN,VPN IKEv2,User Activity,INFO,---,Send Delete IKE SA Response,IKEv2 Send delete IKE SA response,,,,,,
1014,VPN,VPN IKEv2,User Activity,INFO,---,Send Delete IPsec SA Response,IKEv2 Send delete IPsec SA response,,,,,,
1015,VPN,VPN IKEv2,User Activity,INFO,---,Received Delete IKE SA Response,IKEv2 Received delete IKE SA response,,,,,,
1016,VPN,VPN IKEv2,User Activity,INFO,---,Received Delete IPsec SA Response,IKEv2 Received delete IPsec SA response,,,,,,
1017,"3G/4G, Modem, and Module",3G/4G and Modem,System Environment,INFO,---,3G/4G Device Detected,3G/4G %s device detected,,,,,,
1018,Network,PPP,---,INFO,---,PPP Message,PPP message: %s,,,,,,
1019,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,INFO,---,Chat Start,Chat started,,,,,,
1020,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,INFO,---,Chat Completed,Chat completed,,,,,,
1021,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,INFO,---,Chat Wrote Message,Chat wrote '%s',,,,,,
1022,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,INFO,---,Chat Message,Chat %s,,,,,,
1023,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,INFO,---,Chat Failed,Chat failed: %s,,,,,,
1024,"3G/4G, Modem, and Module",PPP Dial-Up,System Error,ERROR,---,Unable to Send Message to Dial-Up Task,Unable to send message to dial-up task,,,,,,
1026,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,ALERT,---,Data Usage Watermark Reached,3G/4G Dial-up: %s.,,,,,,
1027,"3G/4G, Modem, and Module",PPP Dial-Up,User Activity,ALERT,7643,Data Usage Limit Reached,3G/4G Dial-up: data usage limit reached for the '%s' billing cycle. Disconnecting the session.,,,,,,
1028,"3G/4G, Modem, and Module",PPP Dial-Up,System Error,ALERT,---,Auto-Dial Failed,%s auto-dial failed: Current Connection Model is configured as Ethernet Only,,,,,,
1029,Network,TCP,Debug,DEBUG,---,Non-Permitted Option TCP Packet,TCP packet received with non-permitted option; TCP packet dropped,,,blocked,,,
1030,Network,TCP,Debug,DEBUG,---,Invalid TCP Window Scale Option Length,TCP packet received with invalid Window Scale option length; TCP packet dropped,,,blocked,,,
1031,Network,TCP,Debug,DEBUG,---,Invalid TCP Window Scale Option Value,TCP packet received with invalid Window Scale option value; TCP packet dropped,,,blocked,,,
1033,Users,Authentication Access,User Activity,WARNING,---,Group Membership Retrieval Failed,Problem occurred during user group membership retrieval,,,failure,,,
1035,Users,Authentication Access,User Activity,INFO,---,Password Expire,User login denied - password expired,,,failure,,,
1036,VPN,VPN IKE,User Activity,ERROR,---,Responder: IKE Phase 1 Exchange Mismatch,IKE Responder: IKE Phase 1 exchange does not match,,,,,,
1037,"3G/4G, Modem, and Module",PPP Dial-Up,---,INFO,---,Starting PPP,PPP Dial-Up: Starting PPP,,,,,,
1038,"3G/4G, Modem, and Module",PPP Dial-Up,---,INFO,---,Traffic Generated,Dial-up: Traffic generated by '%s',,,,,,
1039,"3G/4G, Modem, and Module",PPP Dial-Up,---,INFO,---,Session Initiated by Data Packet,Dial-up: Session initiated by data packet,,,,,,
1040,Network,DHCP Server,---,ALERT,---,DHCP Server IP Conflict Detected,DHCP Server: IP conflict detected,,,,,,
1041,Network,DHCP Server,---,ALERT,---,DHCP Server Received DHCP Decline,DHCP Server: Received DHCP decline from client,,,,,,
1043,System,Hardware,---,ERROR,5425,Power Supply Without Redundancy,Power supply without redundancy,,,,,,
1044,High Availability,State,---,INFO,---,Discover HA Firewall,Discovered HA %s Firewall,,,,,,
1046,System,Restart,---,INFO,---,Diagnostic Auto-Restart Canceled,Diagnostic Auto-restart canceled,,,,,,
1047,System,Restart,---,INFO,---,Diagnostic Auto-Restart,"As per Diagnostic Auto-restart configuration Request, restarting system",,,,,,
1048,Users,Authentication Access,---,INFO,---,Password doesn't meet constraints,User login denied - password doesn't meet constraints,,,failure,,,
1049,System,Settings,---,INFO,---,System Setting Imported,System Setting Imported,,,,,,
1050,VPN,VPN IPsec,User Activity,INFO,---,VPN Policy Added,VPN policy %s is added,,change,created,,,VPN
1051,VPN,VPN IPsec,User Activity,INFO,---,VPN Policy Deleted,VPN policy %s is deleted,,change,deleted,,,VPN
1052,VPN,VPN IPsec,User Activity,INFO,---,VPN Policy Modified,VPN policy %s is modified,,,,,,
1053,"3G/4G, Modem, and Module",3G/4G and Modem,---,ALERT,5418,PC Card Removed,PC Card removed.,,,,,,
1054,"3G/4G, Modem, and Module",3G/4G and Modem,---,ALERT,5419,PC Card Inserted,PC Card inserted.,,,,,,
1055,"3G/4G, Modem, and Module",3G/4G and Modem,---,ALERT,---,3G/4G: No SIM Detected,3G/4G: No SIM detected,,,,,,
1058,High Availability,State,---,INFO,---,Primary Firewall Reboot from Active to Standby,Primary firewall rebooting itself as it transitioned from Active to Standby while Preempt,,,,,,
1059,High Availability,State,---,INFO,---,Secondary Firewall Reboot from Active to Standby,Secondary firewall rebooting itself as it transitioned from Active to Standby while Preempt,,,,,,
1060,Security Services,Crypto Test,---,ERROR,---,DRNG KAT Test Failed,Crypto SHA1 based DRNG KAT test failed,,,,,,
1065,System,Settings,Maintenance,INFO,---,Remote Backup Succeeded,Successfully sent %s file to remote backup server,,,,,,
1066,System,Settings,Maintenance,INFO,---,Remote Backup Failed,"Failed to send file to remote backup server, Error: %s",,,,,,
1068,Network,DHCP Server,---,WARNING,---,Multiple DHCP Servers Detected,Multiple DHCP Servers are detected on network,,,,,,
1070,Network,DNS,---,INFO,---,Invalid DNS Server,Invalid DNS Server will not be accepted by the dynamic client,,,,,,
1071,Network,DHCP Server,---,CRITICAL,---,DHCP Server Sanity Check Pass,DHCP Server sanity check passed %s,,,,,,
1072,Network,DHCP Server,---,CRITICAL,---,DHCP Server Sanity Check Failed,DHCP Server sanity check failed %s,,,,,,
1073,Users,SSO Agent Authentication,User Activity,WARNING,---,Agent Error,SSO agent returned error,,,,,,
1074,Network,L2TP Client,---,INFO,---,Tunnel Negotiation,L2TP Tunnel Negotiation %s,,,,,,
1075,Users,SSO Agent Authentication,User Activity,ALERT,---,Agent Down,SSO agent is down,,,,,,
1076,Users,SSO Agent Authentication,User Activity,ALERT,---,Agent Up,SSO agent is up,,,,,,
1077,Wireless,SonicPoint/SonicWave,---,INFO,13601,SonicPoint/So nicWave Status,%s Status,,,,,,
1078,Wireless,SonicPoint/SonicWave,---,INFO,13602,SonicPoint/So nicWave Provision,%s Provision,,,,,,
1079,SSL VPN,General,---,INFO,---,SSL VPN,%s,,,,,,
1080,Users,Authentication Access,---,INFO,---,Successful SSL VPN User Login,SSL VPN zone remote user login allowed,,,success,,,
1081,Firewall Settings,SSL Control,Blocked Sites,INFO,---,Certificate Blocked Weak Digest,SSL Control: Certificate with Weak Digest Signature Algorithm,,,,,,
1082,Anti-Spam,Probe,---,WARNING,13801,Entity Operational,%s is operational.,,,,,,
1083,Anti-Spam,Probe,---,WARNING,13802,Entity Unreachable,%s is unavailable.,,,,,,
1084,Anti-Spam,General,---,INFO,13803,Service Enable,Anti-Spam service is enabled by administrator.,,,,,,
1085,Anti-Spam,General,---,INFO,13804,Service Disable,Anti-Spam service is disabled by administrator.,,,,,,
1086,Anti-Spam,General,---,WARNING,13805,Service Subscription Expire,Your Anti-Spam Service subscription has expired.,,,,,,
1087,Anti-Spam,E-mail,---,WARNING,13806,SMTP Connection Expire,SMTP connection limit is reached. Connection is dropped.,,,blocked,,,
1088,Anti-Spam,General,---,WARNING,13807,Startup Failure,Anti-Spam Startup Failure - %s,,,,,,
1089,Anti-Spam,General,---,WARNING,13808,Teardown Failure,Anti-Spam Teardown Failure - %s,,,,,,
1090,Network,DHCP Server,---,NOTICE,---,DHCP Message From Untrusted Relay Agent,DHCP Server: Received DHCP message from untrusted relay agent,,,,,,
1091,Anti-Spam,GRID,---,NOTICE,13809,Outbound Connection Drop,Outbound connection to GRID-listed SMTP server dropped,,,blocked,,,
1092,Anti-Spam,GRID,---,NOTICE,13810,Inbound Connection Drop,Inbound connection from GRID-listed SMTP server dropped,,,blocked,,,
1093,Anti-Spam,GRID,---,NOTICE,13811,SMTP Server Found on Reject List,SMTP server found on Reject List,,,,,,
1094,Anti-Spam,GRID,---,ERROR,13812,No Valid DNS Server,No valid DNS server specified for GRID lookups,,,,,,
1095,Anti-Spam,E-mail,---,INFO,13813,Unprocessed E-mail From MTA,Unprocessed E-mail received from MTA on Inbound SMTP port,,,,,,
1097,VPN,VPN PKI,---,NOTICE,---,SCEP Client,SCEP Client: %s,,,,,,
1098,Network,DNS,---,ALERT,6465,DNS Rebind Attack Detected,Possible DNS rebind attack detected,,,,,,
1099,Network,DNS,---,ALERT,6466,DNS Rebind Attack Blocked,DNS rebind attack blocked,,,,,,
1100,Network,Network Monitor,---,ALERT,14001,Policy Status is Up,Network Monitor: Policy %s status is UP,,,,,,
1101,Network,Network Monitor,---,ALERT,14002,Policy Status is Down,Network Monitor: Policy %s status is DOWN,,,,,,
1102,Network,Network Monitor,---,ALERT,14003,Policy Status is Unknown,Network Monitor: Policy %s status is UNKNOWN,,,,,,
1103,Network,Network Monitor,---,ALERT,14004,Host Status is Unknown,Network Monitor: Host %s status is UNKNOWN,,,,,,
1104,Network,Network Monitor,---,INFO,---,Policy Added,Network Monitor Policy %s Added,,change,created,,,Network
1105,Network,Network Monitor,---,INFO,---,Policy Deleted,Network Monitor Policy %s Deleted,,change,deleted,,,Network
1106,Network,Network Monitor,---,INFO,---,Policy Modified,Network Monitor Policy %s Modified,,,,,,
1107,System,Status,System Error,ALERT,---,System Alert,%s,,,,,,
1108,Anti-Spam,E-mail,---,INFO,---,E-mail Message Blocked,Message blocked by Real-Time E-mail Scanner,,,,,,
1109,VPN,VPN PKI,---,INFO,---,CSR Generation,CSR Generation: %s,,,,,,
1110,Network,DHCP Server,---,INFO,---,Assigned IP Address,Assigned IP address %s,,,,,,
1111,Network,DHCP Server,---,INFO,---,Released IP Address,Released IP address %s,,,,,,
1112,Firewall Settings,FTP,---,DEBUG,---,FTP Server Accepted Connection,Ftp server accepted the connection,,,,,,
1113,Firewall Settings,FTP,---,DEBUG,---,FTP Client Username Sent,Ftp client user name was sent,,,,,,
1114,Firewall Settings,FTP,---,DEBUG,---,FTP Client User Login,Ftp client user logged in successfully,,,,,,
1115,Firewall Settings,FTP,---,DEBUG,---,FTP Client User Login Failed,Ftp client user logged in failed,,,,,,
1116,Firewall Settings,FTP,---,DEBUG,---,FTP Client User Logout,Ftp client user logged out,,,,,,
1117,Users,Authentication Access,User Activity,WARNING,---,SSO Probe Failed,User login denied - SSO probe failed,,,failure,,,
1118,Users,Authentication Access,User Activity,INFO,---,SMTP Server Not Configured,User login denied - Mail Address(From/to) or SMTP Server is not configured,,,failure,,,
1119,Users,Authentication Access,User Activity,INFO,---,RADIUS User Cannot Use One Time Password,RADIUS user cannot use One Time Password - no mail address set for equivalent local user,,,failure,,,
1120,Users,Authentication Access,User Activity,WARNING,---,TSA Timeout,User login denied - Terminal Services agent Timeout,,,failure,,,
1121,Users,Authentication Access,User Activity,WARNING,---,TSA Name Resolution Failed,User login denied - Terminal Services agent name resolution failed,,,failure,,,
1122,Users,Authentication Access,User Activity,WARNING,---,No Name Received from TSA,User login denied - No name received from Terminal Services agent,,,failure,,,
1123,Users,Authentication Access,User Activity,WARNING,---,TSA Communicatio n Problem,User login denied - Terminal Services agent communication problem,,,failure,,,
1124,Users,Authentication Access,User Activity,INFO,---,TSA User logout,User logged out - logout reported by Terminal Services agent,,,,,,
1125,High Availability,General,User Activity,INFO,---,Dial Up Device Unsupported in HA,"High Availability has been enabled, Dial-Up device(s) are not supported in High Availability processing.",,,,,,
1126,High Availability,Monitoring,User Activity,ERROR,---,Bad Monitoring IP,The High Availability monitoring IP configuration of Interface %s is incorrect.,,,,,,
1127,VPN,VPN IKE,User Activity,WARNING,---,IPsec Tunnel Mode Mismatch,IKE Responder: ESP mode mismatch Local - Tunnel Remote - Transport,,,,,,
1128,VPN,VPN IKE,User Activity,WARNING,---,IPsec Transport Mode Mismatch,IKE Responder: ESP mode mismatch Local - Transport Remote - Tunnel,,,,,,
1131,Anti-Spam,Probe,---,DEBUG,---,Anti-Spam Probe Response Success,Probe Response Success - %s,,,,,,
1132,Anti-Spam,Probe,---,DEBUG,---,Anti-Spam Probe Response Failure,Probe Response Failure - %s,,,,,,
1133,Network,PPPoE,---,INFO,---,PPPoE Overview,%s,,,,,,
1134,Network,PPTP,Maintenance,INFO,---,PPTP Overview,%s,,,,,,
1135,Network,L2TP Client,Maintenance,INFO,---,L2TP Overview,%s,,,,,,
1138,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Unauth GRID Response,Received unauthenticated GRID response,,,,,,
1139,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Invalid Key in GRID Response,Invalid key or serial number used for GRID response,,,,,,
1140,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Invalid Key Version in GRID Response,Invalid key version used for GRID response,,,,,,
1141,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Host Not GRID List,Host IP address not in GRID List,,,,,,
1142,Anti-Spam,General,---,DEBUG,---,Anti-Spam No Response From DNS Server,No response received from DNS server,,,,,,
1143,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Not Blacklisted,Not blacklisted as per configuration,,,,,,
1144,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Default Not Blacklisted,Default to not blacklisted,,,,,,
1145,Anti-Spam,GRID,---,DEBUG,---,Anti-Spam Insert Entry Failed,Failed to insert entry into GRID result IP cached table,,,,,,
1146,Anti-Spam,General,---,DEBUG,---,Anti-Spam Resolved Cloud Address,Resolved ES Cloud - %s,,,,,,
1147,Anti-Spam,General,---,DEBUG,---,Anti-Spam Cloud Address Updated,Updated ES Cloud Address - %s,,change,updated,,,Anti-Spam
1148,Network,Interfaces,Advanced Switching,INFO,---,Advanced Switching,%s,,,,,,
1149,High Availability,Cluster,---,WARNING,---,VRRP Expiration Message,Your Active/Active Clustering subscription has expired.,,,,,,
1150,Users,SSO Agent Authentication,User Activity,ALERT,---,Terminal Services Agent is Down,Terminal Services agent is down,,,,,,
1151,Users,SSO Agent Authentication,User Activity,ALERT,---,Terminal Services Agent is Up,Terminal Services agent is up,,,,,,
1152,High Availability,Cluster,---,ERROR,---,VRRP Cluster No license,Active/Active Clustering license is not activated on the following cluster units: %s,,,,,,
1153,SSL VPN,General,Connection Traffic,INFO,---,SSL VPN Traffic,SSL VPN Traffic,,,,,,
1154,Firewall,Application Control,---,ALERT,15001,Application Control Detection Alert,Application Control Detection Alert: %s,,,,,,
1155,Firewall,Application Control,---,ALERT,15002,Application Control Prevention Alert,Application Control Prevention Alert: %s,,,,,,
1156,Network,DNS,---,ERROR,---,Syslog/GMS Name Resolution Failure,Name Resolution for Syslog or GMS failed.,,,,,,
1157,Users,Authentication Access,User Activity,INFO,---,User Account Expired,User account '%s' expired and disabled,,,,,,
1158,Users,Authentication Access,User Activity,INFO,---,User Account Pruned,User account '%s' expired and pruned,,,,,,
1159,Security Services,General,---,WARNING,---,Visualization Control Expire Message,Received Alert: Your Visualization Control subscription has expired.,,,,,,
1160,System,Settings,Maintenance,DEBUG,---,Failed to Ping Remote Backup Server,Attempt to contact Remote backup server for upload approval failed,,,,,,
1161,System,Settings,Maintenance,DEBUG,---,Failed to Upload Remote Backup Server,Backup remote server did not approve upload Request,,,,,,
1162,High Availability,Synchronization,System Error,ALERT,---,HA Module Mismatched,Modules attached to HA units do not match: %s,,,,,,
1163,"3G/4G, Modem, and Module",E1-T1 Module,---,INFO,---,E1-T1 No Signal,E1_T1 Layer 1 status: No signal,,,,,,
1164,"3G/4G, Modem, and Module",E1-T1 Module,---,INFO,---,E1-T1 No Frame,E1_T1 Layer 1 status: No frame synchronization,,,,,,
1165,"3G/4G, Modem, and Module",E1-T1 Module,---,INFO,---,E1-T1 No Multiframe,E1_T1 Layer 1 status: No multiframe synchronization,,,,,,
1166,"3G/4G, Modem, and Module",E1-T1 Module,---,INFO,---,E1-T1 Remote Alarm,E1_T1 Layer 1 status: Remote alarm detected,,,,,,
1167,"3G/4G, Modem, and Module",E1-T1 Module,---,INFO,---,E1-T1 Slip,E1_T1 Layer 1 status: Controlled slip,,,,,,
1168,"3G/4G, Modem, and Module",E1-T1 Module,---,INFO,---,E1-T1 OK,E1_T1 Layer 1 status: OK,,,,,,
1169,WAN Acceleration,Local WXA Appliance,---,INFO,---,WXA Appliance Found,WAN Acceleration device %s found,,,,,,
1170,WAN Acceleration,Local WXA Appliance,---,ALERT,---,WXA Appliance Operational,WAN Acceleration device %s is operational,,,,,,
1171,WAN Acceleration,Local WXA Appliance,---,ALERT,---,WXA Appliance Not Operational,WAN Acceleration device %s is no longer operational,,,,,,
1172,WAN Acceleration,Local WXA Appliance,---,ALERT,---,WXA Appliance Used,WAN Acceleration device %s is being used,,,,,,
1173,WAN Acceleration,Local WXA Appliance,---,ALERT,---,WXA Appliance Not Used,WAN Acceleration device %s is no longer being used,,,,,,
1174,WAN Acceleration,Remote WXA Appliance,---,WARNING,---,WXA Appliance Not Responding,Remote WAN Acceleration device stopped responding to probes,,,,,,
1175,WAN Acceleration,Remote WXA Appliance,---,WARNING,---,WXA Appliance Responding,Remote WAN Acceleration device started responding to probes,,,,,,
1176,WAN Acceleration,Local WXA Appliance,---,WARNING,---,WAN Acceleration Software License Expired,Your WAN Acceleration Service subscription has expired.,,,,,,
1177,Network,DNS,Debug,ALERT,---,Malformed DNS Packet,Malformed DNS packet detected,,,,,,
1178,Users,SSO Agent Authentication,User Activity,ALERT,---,High SSO Packet Count,A high percentage of the system packet buffers are held waiting for SSO,,,,,,
1179,Users,SSO Agent Authentication,User Activity,ALERT,---,High SSO User Connection,A user has a very high number of connections waiting for SSO,,,,,,
1180,Firewall Settings,Flood Protection,---,ALERT,---,DOS Protection on WAN Begin,DOS protection on WAN begins %s,,,,,,
1181,Firewall Settings,Flood Protection,---,WARNING,---,DOS Protection on WAN In-Progress,DOS protection on WAN %s,,,,,,
1182,Firewall Settings,Flood Protection,---,ALERT,---,DOS Protection on WAN Stopped,DOS protection on WAN %s,,,,,,
1183,VPN,VPN IKE,---,DEBUG,---,Deleting IPsec SA,Deleting IPsec SA. (Phase 2),,,,,,
1184,Network,DHCP Server,---,WARNING,---,Invalid Scope Deleted,Delete invalid scope because port IP in the range of this DHCP scope.,,,,,,
1185,"3G/4G, Modem, and Module",DSL Module,---,ALERT,---,DSL Device Up,DSL: %s Device Up,,,,,,
1186,"3G/4G, Modem, and Module",DSL Module,---,ALERT,---,DSL Device Down,DSL: %s Device Down,,,,,,
1187,"3G/4G, Modem, and Module",DSL Module,---,ALERT,---,DSL WAN Up,DSL: %s WAN is connected,,,,,,
1188,"3G/4G, Modem, and Module",DSL Module,---,ALERT,---,DSL WAN down,DSL: %s WAN is initializing,,,,,,
1189,VPN,VPN IKE,---,WARNING,---,Network Mismatched,IKE Responder: Peer's proposed network does not match VPN Policy's Network,,,,,,
1190,Users,Radius Authentication,---,INFO,---,LDAP Mirror Added,Added new LDAP mirror user group: %s,,,,,,
1191,Users,Radius Authentication,---,INFO,---,LDAP Mirror Deleted,Deleted LDAP mirror user group: %s,,change,deleted,,,Users
1192,Users,Radius Authentication,---,INFO,---,LDAP Mirror Added Member,Added a new member to an LDAP mirror user group,,change account group,updated,,added_member,Users
1193,Users,Radius Authentication,---,INFO,---,LDAP Mirror Deleted Member,Removed a member from an LDAP mirror user group,,change,deleted,,deleted_member,Users
1194,High Availability,Monitoring,---,ERROR,---,HA Monitor Probe Interface Mismatched,Monitoring probe out interface mismatch %s,,,,,,
1195,Security Services,Botnet Filter,Security Services,WARNING,---,Botnet Filter Subscription Expired,Received Alert: Your Firewall Botnet Filter subscription has expired.,,,,,,
1196,System,Status,Maintenance,ALERT,---,Firewall Limit Reached,Product maximum entries reached - %s,,,,,,
1197,Network,NAT,---,NOTICE,---,Connection NAT Mapping,NAT Mapping,TRUE,,,,,
1198,Security Services,Geo-IP Filter,---,ALERT,---,Geo IP Initiator Blocked,Initiator from country blocked: %s,,,,,,
1199,Security Services,Geo-IP Filter,---,ALERT,---,Geo IP Responder Blocked,Responder from country blocked: %s,,,,,,
1200,Security Services,Botnet Filter,---,ALERT,---,Botnet Initiator Blocked,Suspected Botnet initiator blocked: %s,,,,,,
1201,Security Services,Botnet Filter,---,ALERT,---,Botnet Responder Blocked,Suspected Botnet responder blocked: %s,,,,,,
1202,Users,Authentication Access,User Activity,INFO,---,User Log Audit Trail,%s,,,,,,
1203,Users,Authentication Access,User Activity,WARNING,---,User Log Audit Trail Warning,%s,,,,,,
