"_time","Down_time _mins","H_W problem","INCIDENT_DATE_KEY","INCIDENT_FC_KEY","Incident_Day","Incident_Day Type","Incident_Month","Incident_Quarter","Incident_Region","Incident_Town","Incident_Week","Incident_Weekday","Incident_Year","Incident_YearQuarter",LAT,LON,Latitude,Longitude,"New Duplicate Incident","New Ticket",No,PostCode,"PostCode_2","Reviewed_main_category","Reviewed_sub_category","SW_Reviewed_main_category","SW_Reviewed_sub_category",StreetName,"TERMINAL_ID","Ticket Down time","Ticket Start time","Ticket Stop time","Ticket_R2","Total Down","bay_BKK_UPC","bay_device_priority","bay_region","bay_type_of_device","bay_vault_code","closed_dtimestamp","component_profile","device_id","fault_id","fault_text","first_line_service_profile","incident_id",latitude,longitude,"model_number","opened_dtimestamp",postcode,"second_line_service_profile","ticket_id","type_location"
"2019-12-06T20:13:01.000+0000","863.93334239954",Hardware,41615,1290R,7,"Working Day",Dec,Q4,Westminster,,49,Sat,2019,"2019-Q4","51.5123556","-0.1447347","51.5123556","-0.1447347","New ticket",101592607,842,"W1S 1EA",1EA,Hardware,"Cash_Jam",Hardware,"Cash_Jam","129 New Bond Street",S1A1290R,"870.9500016016","12/6/2019 8:13:01 PM","12/7/2019 10:43:58 AM",101592607,"0.60482639000111",BKK,"High Priority",M101,"R-ATM",700,"41615.44233796",Diebold,S1A1290R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13500289,"51.5123556","-0.1447347","OPTEVA 378","41614.84238425",W1S,"Diebold_BKK_SLM",101592607,Branch
"2019-12-06T20:07:51.000+0000","20.699999998324",Others,41615,1062R,7,"Working Day",Dec,Q4,"Greater London",Kensington,49,Sat,2019,"2019-Q4","51.5015745","-0.1916373","51.5015745","-0.1916373","New ticket",101592604,164,"W8 4SH",4SH,Others,"Device_info",Others,"Device_info","94 Kensington High Street, Kensington",S1A1062R,"898.19999999832","12/6/2019 8:07:51 PM","12/7/2019 11:06:03 AM",101592604,"0.62374999999884",BKK,"High Priority",M101,"R-ATM",299,"41614.85317129",Omron,S1A1062R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13500283,"51.5015745","-0.1916373",ADM2,"41614.83879629",W8,"Diebold_BKK_SLM",101592604,Branch
"2019-12-06T19:41:31.000+0000","1.9500048039481",Network,41614,1094R,6,"Working Day",Dec,Q4,"Greater London",Wandsworth,49,Fri,2019,"2019-Q4","51.427917","-0.1686517","51.427917","-0.1686517","1st_level",,,"SW17 0RN",0RN,Network,"1st_level",Network,"1st_level","56 Tooting High Street, Tooting",S1A1094R,"1.9500048039481","12/6/2019 7:41:31 PM","12/6/2019 7:43:28 PM",,"0.0013541700027417",BKK,"High Priority",M201,"R-ATM",700,"41614.82185185",Diebold,S1A1094R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13500216,"51.427917","-0.1686517","OPTEVA 378","41614.82049768",SW17,"Diebold_BKK_SLM",101592559,Branch
"2019-12-06T19:41:01.000+0000","1.2166703981347",Network,41614,1232R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.516105","-0.083957","51.516105","-0.083957","1st_level",,,"EC2N 1BG",1BG,Network,"1st_level",Network,"1st_level","100 Old Broad Street",S1A1232R,"1.2166703981347","12/6/2019 7:41:01 PM","12/6/2019 7:42:15 PM",,"0.00084490999870468",BKK,"High Priority",M201,"R-ATM",700,"41614.82100694",Diebold,S1A1232R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13500213,"51.516105","-0.083957","OPTEVA 378","41614.82016203",EC2N,"Diebold_BKK_SLM",101592556,Branch
"2019-12-06T19:29:22.000+0000","138.18333600531",Hardware,41614,1227R,6,"Working Day",Dec,Q4,"Greater London",Lewisham,49,Fri,2019,"2019-Q4","51.4622522","-0.0096244","51.4622522","-0.0096244","New ticket",101592545,495,"SE13 6BE",6BE,Hardware,"Device_Fault",Hardware,"Device_Fault","85 Lewisham High Street, Lewisham",S1A1227R,"138.64999680896","12/6/2019 7:29:22 PM","12/6/2019 9:48:00 PM",101592545,"0.096284720006224",BKK,"High Priority",M303,"R-ATM",700,"41614.90802083",Diebold,S1A1227R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13500194,"51.4622522","-0.0096244","OPTEVA 378","41614.81206018",SE13,"Diebold_BKK_SLM",101592545,Branch
"2019-12-06T18:27:35.000+0000","983.71666080784",Hardware,41615,1054R,7,"Working Day",Dec,Q4,"Greater London",Paddington,49,Sat,2019,"2019-Q4","51.518865","-0.169429","51.518865","-0.169429","New ticket",101592429,48,"W2 1NJ",1NJ,Hardware,"Device_Fault",Hardware,"Device_Fault","15-17 Praed Street,Paddington,London",S1A1054R,"990.24999840301","12/6/2019 6:27:35 PM","12/7/2019 10:57:50 AM",101592429,"0.68767361000209",BKK,"High Priority",M102,"R-ATM",700,"41615.45229166",Omron,S1A1054R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","G4S_BKK_FLM",13500005,"51.518865","-0.169429",ADM2,"41614.76915509",W2,"IBM_BKK_SLM",101592429,Branch
"2019-12-06T18:09:37.000+0000","2.1499919949565",Network,41614,1089R,6,"Working Day",Dec,Q4,Westminster,,49,Fri,2019,"2019-Q4","51.5110401","-0.1391194","51.5110401","-0.1391194","1st_level",,,"W1B 4HX",4HX,Network,"1st_level",Network,"1st_level","133 Regent Street",S1A1089R,"2.1499919949565","12/6/2019 6:09:37 PM","12/6/2019 6:11:45 PM",,"0.0014930499964976",BKK,"High Priority",M106,"R-ATM",700,"41614.75817129",Diebold,S1A1089R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13499951,"51.5110401","-0.1391194","OPTEVA 378","41614.75667824",W1B,"Diebold_BKK_SLM",101592395,Branch
"2019-12-06T17:51:40.000+0000","2.1500064013526",Network,41614,1225R,6,"Working Day",Dec,Q4,"Greater London",Lambeth,49,Fri,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","1st_level",,,"SW2 4UE",4UE,Network,"1st_level",Network,"1st_level","103 Streatham Hill, Streatham",S1A1225R,"2.1500064013526","12/6/2019 5:51:40 PM","12/6/2019 5:53:50 PM",,"0.0014930600009393",BKK,"High Priority",M205,"R-ATM",700,"41614.74571759",Diebold,S1A1225R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499902,"51.4387177","-0.1263901","OPTEVA 378","41614.74422453",SW2,"Diebold_BKK_SLM",101592367,Branch
"2019-12-06T17:51:25.000+0000","39.03333119466",Hardware,41614,1217R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.5120537","-0.079749","51.5120537","-0.079749","New ticket",101592362,440,"EC3M 4BA",4BA,Hardware,"Cash_Jam",Hardware,"Cash_Jam","60 Fenchurch Street",S1A1217R,"39.266668794444","12/6/2019 5:51:25 PM","12/6/2019 6:30:42 PM",101592362,"0.027268519996142",BKK,"High Priority",M206,"R-ATM",700,"41614.7711574",Diebold,S1A1217R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13499898,"51.5120537","-0.079749","OPTEVA 378","41614.74405092",EC3M,"Diebold_BKK_SLM",101592362,Branch
"2019-12-06T17:28:21.000+0000","2.3833440011367",Network,41614,1256R,6,"Working Day",Dec,Q4,"Greater London",Wandsworth,49,Fri,2019,"2019-Q4","51.427917","-0.1686517","51.427917","-0.1686517","1st_level",,,"SW17 0RN",0RN,Network,"1st_level",Network,"1st_level","56 Tooting High Street, Tooting",S1A1256R,"2.3833440011367","12/6/2019 5:28:21 PM","12/6/2019 5:30:45 PM",,"0.0016551000007894",BKK,"High Priority",M303,"R-ATM",700,"41614.7296875",Diebold,S1A1256R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499804,"51.427917","-0.1686517","OPTEVA 378","41614.7280324",SW17,"Diebold_BKK_SLM",101592304,Branch
"2019-12-06T17:09:46.000+0000","2.1166560030542",Network,41614,1232R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.516105","-0.083957","51.516105","-0.083957","1st_level",,,"EC2N 1BG",1BG,Network,"1st_level",Network,"1st_level","100 Old Broad Street",S1A1232R,"2.1166560030542","12/6/2019 5:09:46 PM","12/6/2019 5:11:52 PM",,"0.001469900002121",BKK,"High Priority",M201,"R-ATM",700,"41614.71658564",Diebold,S1A1232R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499727,"51.516105","-0.083957","OPTEVA 378","41614.71511574",EC2N,"Diebold_BKK_SLM",101592251,Branch
"2019-12-06T17:09:44.000+0000","2.6000064017717",Network,41614,1094R,6,"Working Day",Dec,Q4,"Greater London",Wandsworth,49,Fri,2019,"2019-Q4","51.427917","-0.1686517","51.427917","-0.1686517","1st_level",,,"SW17 0RN",0RN,Network,"1st_level",Network,"1st_level","56 Tooting High Street, Tooting",S1A1094R,"2.6000064017717","12/6/2019 5:09:44 PM","12/6/2019 5:12:21 PM",,"0.0018055600012303",BKK,"High Priority",M201,"R-ATM",700,"41614.71690972",Diebold,S1A1094R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499724,"51.427917","-0.1686517","OPTEVA 378","41614.71510416",SW17,"Diebold_BKK_SLM",101592248,Branch
"2019-12-06T17:09:02.000+0000","105.09999839589",Hardware,41614,1442R,6,"Working Day",Dec,Q4,"Greater London",Kensington,49,Fri,2019,"2019-Q4","51.5092252","-0.1946816","51.5092252","-0.1946816","New m/c and New ticket",101592240,1023,"W11 3JJ",3JJ,Hardware,"Device_Fault",Hardware,"Device_Fault","25 Notting Hill Gate",S1A1442R,"139.31665919954","12/6/2019 5:09:02 PM","12/6/2019 7:28:20 PM",101592240,"0.09674767999968",BKK,Standard,M304,"R-ATM",700,"41614.78759259",Omron,S1A1442R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13499713,"51.5092252","-0.1946816","ADM1.5","41614.71460648",W11,"IBM_BKK_SLM",101592240,Branch
"2019-12-06T17:07:05.000+0000","2.6500031969044",Network,41614,1053R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.5120537","-0.079749","51.5120537","-0.079749","1st_level",,,"EC3M 4BA",4BA,Network,"1st_level",Network,"1st_level","60 Fenchurch Street",S1A1053R,"2.6500031969044","12/6/2019 5:07:05 PM","12/6/2019 5:09:44 PM",,"0.0018402799978503",BKK,"High Priority",M303,"R-ATM",449,"41614.71509259",Omron,S1A1053R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13499703,"51.5120537","-0.079749",ADM2,"41614.71325231",EC3M,"IBM_BKK_SLM",101592233,Branch
"2019-12-06T17:06:08.000+0000","3.5833392001223",Network,41614,1053R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.5120537","-0.079749","51.5120537","-0.079749","1st_level",,,"EC3M 4BA",4BA,Power,"1st_level",Network,"Power_Fail","60 Fenchurch Street",S1A1053R,"3.5833392001223","12/6/2019 5:06:08 PM","12/6/2019 5:09:44 PM",,"0.0024884300000849",BKK,"High Priority",M303,"R-ATM",449,"41614.71509259",Omron,S1A1053R,18,"Power failure reported , Entering Service initiated","G4S_BKK_FLM",13499694,"51.5120537","-0.079749",ADM2,"41614.71260416",EC3M,"IBM_BKK_SLM",101592233,Branch
"2019-12-06T16:58:34.000+0000","7.0833311963361",Network,41614,1252R,6,"Working Day",Dec,Q4,"Greater London",Poplar,49,Fri,2019,"2019-Q4","51.5029717","-0.0186075","51.5029717","-0.0186075","1st_level",,,"E14 5NY",5NY,Network,"1st_level",Network,"1st_level","Unit 14 Jubilee Place, Canary Wharf",S1A1252R,"7.0833311963361","12/6/2019 4:58:34 PM","12/6/2019 5:05:39 PM",,"0.0049189799974556",BKK,"High Priority",M304,"R-ATM",700,"41614.71226851",Diebold,S1A1252R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499683,"51.5029717","-0.0186075","OPTEVA 378","41614.70734953",E14,"Diebold_BKK_SLM",101592226,Branch
"2019-12-06T16:32:09.000+0000","2.4000048043672",Network,41614,1276R,6,"Working Day",Dec,Q4,Westminster,,49,Fri,2019,"2019-Q4","51.5083925","-0.1263722","51.5083925","-0.1263722","1st_level",,,"WC2R 0RH",0RH,Network,"1st_level",Network,"1st_level","455 Strand",S1A1276R,"2.4000048043672","12/6/2019 4:32:09 PM","12/6/2019 4:34:33 PM",,"0.0016666700030328",BKK,"High Priority",M303,"R-ATM",700,"41614.69065972",Diebold,S1A1276R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499553,"51.5083925","-0.1263722","OPTEVA 378","41614.68899305",WC2R,"Diebold_BKK_SLM",101592134,Branch
"2019-12-06T16:27:50.000+0000","5.0166576029733",Others,41614,1226R,6,"Working Day",Dec,Q4,"Greater London",Poplar,49,Fri,2019,"2019-Q4","51.5172127","-0.0671917","51.5172127","-0.0671917","New ticket",101592126,490,"E1 1DU",1DU,Others,"Device_info",Others,"Device_info","75 Whitechapel Road, Whitechapel",S1A1226R,"5.0166576029733","12/6/2019 4:27:50 PM","12/6/2019 4:32:50 PM",101592126,"0.0034837900020648",BKK,"High Priority",M103,"R-ATM",700,"41614.68947916",Diebold,S1A1226R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13499539,"51.5172127","-0.0671917","OPTEVA 378","41614.68599537",E1,"Diebold_BKK_SLM",101592126,Branch
"2019-12-06T15:42:14.000+0000","1.716667204164",Network,41614,1294R,6,"Working Day",Dec,Q4,"Greater London",Barnet,49,Fri,2019,"2019-Q4","51.6156251","-0.1769822","51.6156251","-0.1769822","1st_level",,,"N12 8JX",8JX,Network,"1st_level",Network,"1st_level","789 High Road, North Finchley",S1A1294R,"1.716667204164","12/6/2019 3:42:14 PM","12/6/2019 3:43:57 PM",,"0.0011921300028916",BKK,"High Priority","RAMA 3","R-ATM",700,"41614.6555324",Omron,S1A1294R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13499351,"51.6156251","-0.1769822","ADM1.5","41614.65434027",N12,"IBM_BKK_SLM",101592028,Branch
"2019-12-06T15:26:14.000+0000","5.8000031998381",Others,41614,1053R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.5120537","-0.079749","51.5120537","-0.079749","New ticket",101591963,21,"EC3M 4BA",4BA,Others,"Device_info",Others,"Device_info","60 Fenchurch Street",S1A1053R,"5.8000031998381","12/6/2019 3:26:14 PM","12/6/2019 3:32:02 PM",101591963,"0.0040277799998876",BKK,"High Priority",M303,"R-ATM",449,"41614.64724537",Omron,S1A1053R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13499239,"51.5120537","-0.079749",ADM2,"41614.64321759",EC3M,"IBM_BKK_SLM",101591963,Branch
"2019-12-06T15:16:47.000+0000","131.05000800337",Hardware,41614,1254R,6,"Working Day",Dec,Q4,"Greater London",Wandsworth,49,Fri,2019,"2019-Q4","51.4603463","-0.2150016","51.4603463","-0.2150016","New m/c and New ticket",101591947,625,"SW15 2SH",2SH,Hardware,"Device_Fault",Hardware,"Device_Fault","172 Upper Richmond Road, Putney",S1A1254R,"131.1000047985","12/6/2019 3:16:47 PM","12/6/2019 5:27:54 PM",101591947,"0.091041669998958",BKK,"High Priority",M305,"R-ATM",700,"41614.72767361",Diebold,S1A1254R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13499206,"51.4603463","-0.2150016","OPTEVA 378","41614.63666666",SW15,"Diebold_BKK_SLM",101591947,Branch
"2019-12-06T14:59:53.000+0000","126.13332959474",Hardware,41614,1432R,6,"Working Day",Dec,Q4,Westminster,,49,Fri,2019,"2019-Q4","51.5067734","-0.1431564","51.5067734","-0.1431564","New ticket",101591884,959,"W1J 8EU",8EU,Hardware,"Device_Fault",Hardware,"Device_Fault","79 Piccadilly",S1A1432R,"126.16666559712","12/6/2019 2:59:53 PM","12/6/2019 5:06:03 PM",101591884,"0.087615739998",BKK,Standard,M206,"R-ATM",700,"41614.71251157",Omron,S1A1432R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13499105,"51.5067734","-0.1431564","ADM1.5","41614.62491898",W1J,"IBM_BKK_SLM",101591884,Branch
"2019-12-06T14:32:12.000+0000","6.3000000058673",Network,41614,1441R,6,"Working Day",Dec,Q4,"Greater London",Poplar,49,Fri,2019,"2019-Q4","51.5054472","-0.017385","51.5054472","-0.017385","1st_level",,,"E14 5HQ",5HQ,Power,"1st_level",Network,"Power_Fail","25th Floor, 8 Canada Square",S1A1441R,"6.3000000058673","12/6/2019 2:32:12 PM","12/6/2019 2:38:30 PM",,"0.0043750000040745",BKK,Standard,M304,"R-ATM",2,"41614.61008101",Omron,S1A1441R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",13498964,"51.5054472","-0.017385","ADM1.5","41614.60570601",E14,"IBM_BKK_SLM",101583955,Branch
"2019-12-06T14:26:25.000+0000","4.1166576021351",Others,41614,1257R,6,"Working Day",Dec,Q4,"Greater London",Lewisham,49,Fri,2019,"2019-Q4","51.4456509","-0.0191393","51.4456509","-0.0191393","New ticket",101591769,635,"SE6 4BQ",4BQ,Others,"Device_info",Others,"Device_info","149 Rushey Green, Catford",S1A1257R,"4.1166576021351","12/6/2019 2:26:25 PM","12/6/2019 2:30:31 PM",101591769,"0.0028587900014827",BKK,"High Priority",M103,"R-ATM",700,"41614.60453703",Diebold,S1A1257R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13498892,"51.4456509","-0.0191393","OPTEVA 378","41614.60167824",SE6,"Diebold_BKK_SLM",101591769,Branch
"2019-12-06T14:16:43.000+0000","5.0833295972552",Others,41614,1290R,6,"Working Day",Dec,Q4,Westminster,,49,Fri,2019,"2019-Q4","51.5123556","-0.1447347","51.5123556","-0.1447347","New ticket",101591737,841,"W1S 1EA",1EA,Others,"Device_info",Others,"Device_info","129 New Bond Street",S1A1290R,"5.0833295972552","12/6/2019 2:16:43 PM","12/6/2019 2:21:48 PM",101591737,"0.0035300899980939",BKK,"High Priority",M101,"R-ATM",700,"41614.59847222",Diebold,S1A1290R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13498835,"51.5123556","-0.1447347","OPTEVA 378","41614.59494213",W1S,"Diebold_BKK_SLM",101591737,Branch
"2019-12-06T13:54:04.000+0000","2.8666655975394",Network,41614,1267R,6,"Working Day",Dec,Q4,"Greater London",Hammersmith,49,Fri,2019,"2019-Q4","51.492896","-0.2290796","51.492896","-0.2290796","1st_level",,,"W6 0QF",0QF,Network,"1st_level",Network,"1st_level","21 Kings Mall, King Street, Hammersmith",S1A1267R,"2.8666655975394","12/6/2019 1:54:04 PM","12/6/2019 1:56:56 PM",,"0.0019907399982912",BKK,"High Priority",M303,"R-ATM",700,"41614.58121527",Diebold,S1A1267R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13498688,"51.492896","-0.2290796","OPTEVA 378","41614.57922453",W6,"Diebold_BKK_SLM",101578096,Branch
"2019-12-06T13:48:23.000+0000","17.50000318978",Others,41614,1429R,6,"Working Day",Dec,Q4,"Greater London","Camden Town",49,Fri,2019,"2019-Q4","51.5224176","-0.1576377","51.5224176","-0.1576377","New m/c and New ticket",101591622,942,"NW1 5RU",5RU,Others,"Device_info",Others,"Device_info","186 Baker Street",S1A1429R,"17.50000318978","12/6/2019 1:48:23 PM","12/6/2019 2:05:54 PM",101591622,"0.012152779992903",BKK,Standard,M103,"R-ATM",700,"41614.58743055",Omron,S1A1429R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13498650,"51.5224176","-0.1576377","ADM1.5","41614.57527777",NW1,"IBM_BKK_SLM",101591622,Branch
"2019-12-06T13:36:16.000+0000","8.9666639955249",Others,41615,1057R,7,"Working Day",Dec,Q4,"Greater London","Camden Town",49,Sat,2019,"2019-Q4","51.5176469","-0.1091153","51.5176469","-0.1091153","New ticket",101585848,73,"EC1N 2HR",2HR,Others,"Security_Alarm",Others,"Security_Alarm","31 Holborn",S1A1057R,"1322.4666671979","12/6/2019 1:36:16 PM","12/7/2019 11:38:44 AM","101585848-73","0.91837962999853",BKK,"High Priority",M104,"R-ATM",700,"41614.5730787",Omron,S1A1057R,1041,"The Anti-Ambush alarm has been triggered.","G4S_BKK_FLM",13498578,"51.5176469","-0.1091153",ADM2,"41614.56685185",EC1N,"IBM_BKK_SLM",101585848,Branch
"2019-12-06T13:25:41.000+0000","1.500004803529",Network,41614,1095R,6,"Working Day",Dec,Q4,"Greater London","Camden Town",49,Fri,2019,"2019-Q4","51.5394101","-0.1426694","51.5394101","-0.1426694","1st_level",,,"NW1 8QL",8QL,Network,"1st_level",Network,"1st_level","176 Camden High Street, Camden",S1A1095R,"1.500004803529","12/6/2019 1:25:41 PM","12/6/2019 1:27:12 PM",,"0.0010416700024507",BKK,"High Priority",M201,"R-ATM",700,"41614.56055555",Diebold,S1A1095R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13498532,"51.5394101","-0.1426694","OPTEVA 378","41614.55951388",NW1,"Diebold_BKK_SLM",101591566,Branch
"2019-12-06T13:24:58.000+0000","0.69999840343371",Network,41614,1232R,6,"Working Day",Dec,Q4,"City of London",,49,Fri,2019,"2019-Q4","51.516105","-0.083957","51.516105","-0.083957","1st_level",,,"EC2N 1BG",1BG,Network,"1st_level",Network,"1st_level","100 Old Broad Street",S1A1232R,"0.69999840343371","12/6/2019 1:24:58 PM","12/6/2019 1:25:40 PM",,"0.00048611000238452",BKK,"High Priority",M201,"R-ATM",700,"41614.55949074",Diebold,S1A1232R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13498527,"51.516105","-0.083957","OPTEVA 378","41614.55900463",EC2N,"Diebold_BKK_SLM",101591561,Branch
"2019-12-06T12:50:25.000+0000","2.1333455981221",Network,41614,1061R,6,"Working Day",Dec,Q4,"Greater London",Poplar,49,Fri,2019,"2019-Q4","51.4921822","-0.0241566","51.4921822","-0.0241566","1st_level",,,"E14 5AH",5AH,Network,"1st_level",Network,"1st_level","Unit 8, Canary Wharf",S1A1061R,"2.1333455981221","12/6/2019 12:50:25 PM","12/6/2019 12:52:34 PM",,"0.0014814899986959",BKK,"High Priority",M206,"R-ATM",700,"41614.53650463",Omron,S1A1061R,109,"The ATM changed mode to Off-Line.","Brinks_BKK_FLM",13498350,"51.4921822","-0.0241566",ADM2,"41614.53502314",E14,"IBM_BKK_SLM",101591478,Branch
"2019-12-06T12:40:13.000+0000","182.54999520024",Network,41614,1057R,6,"Working Day",Dec,Q4,"Greater London","Camden Town",49,Fri,2019,"2019-Q4","51.5176469","-0.1091153","51.5176469","-0.1091153","1st_level",,,"EC1N 2HR",2HR,Network,"1st_level",Network,"1st_level","31 Holborn",S1A1057R,"182.54999520024","12/6/2019 12:40:13 PM","12/6/2019 3:42:46 PM",,"0.12677083000017",BKK,"High Priority",M104,"R-ATM",700,"41614.65469907",Omron,S1A1057R,109,"The ATM changed mode to Off-Line.","G4S_BKK_FLM",13498291,"51.5176469","-0.1091153",ADM2,"41614.52792824",EC1N,"IBM_BKK_SLM",101585848,Branch
"2019-12-06T12:33:26.000+0000","5.4333359969314",Others,41614,1224R,6,"Working Day",Dec,Q4,"Greater London",Lambeth,49,Fri,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","New ticket",101591432,482,"SW2 4UE",4UE,Others,"Device_info",Others,"Device_info","103 Streatham Hill, Streatham",S1A1224R,"5.4333359969314","12/6/2019 12:33:26 PM","12/6/2019 12:38:52 PM",101591432,"0.003773149997869",BKK,"High Priority",M104,"R-ATM",700,"41614.52699074",Diebold,S1A1224R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13498250,"51.4387177","-0.1263901","OPTEVA 378","41614.52321759",SW2,"Diebold_BKK_SLM",101591432,Branch
"2019-12-06T12:16:23.000+0000","21.416673600907",Others,41614,1062R,6,"Working Day",Dec,Q4,"Greater London",Kensington,49,Fri,2019,"2019-Q4","51.5015745","-0.1916373","51.5015745","-0.1916373","New m/c and New ticket",101591376,162,"W8 4SH",4SH,Others,"Device_info",Others,"Device_info","94 Kensington High Street, Kensington",S1A1062R,"42.849993598647","12/6/2019 12:16:23 PM","12/6/2019 12:59:13 PM",101591376,"0.029756939999061",BKK,"High Priority",M101,"R-ATM",299,"41614.52625",Omron,S1A1062R,110,"The ATM changed mode to Supervisor.","G4S_BKK_FLM",13498145,"51.5015745","-0.1916373",ADM2,"41614.51137731",W8,"Diebold_BKK_SLM",101591376,Branch
"2019-12-06T11:50:24.000+0000","9.3833423999604",Others,41614,1445R,6,"Working Day",Dec,Q4,"Greater London",Lambeth,49,Fri,2019,"2019-Q4","51.4387177","-0.1263901","51.4387177","-0.1263901","New ticket",101591302,1050,"SW2 4UE",4UE,Others,"Device_info",Others,"Device_info","103 Streatham Hill, Streatham",S1A1445R,"64.366675196216","12/6/2019 11:50:24 AM","12/6/2019 12:54:47 PM",101591302,"0.044699079997372",BKK,Standard,M306,"R-ATM",700,"41614.49986111",Omron,S1A1445R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13498008,"51.4387177","-0.1263901","ADM1.5","41614.4933449",SW2,"IBM_BKK_SLM",101591302,Branch
"2019-12-06T11:44:04.000+0000","6.1166735971347",Others,41614,1052R,6,"Working Day",Dec,Q4,"Greater London",Lambeth,49,Fri,2019,"2019-Q4","51.4615771","-0.1158532","51.4615771","-0.1158532","New ticket",101591285,14,"SW9 8ER",8ER,Others,"Device_info",Others,"Device_info","512 Brixton Road, Brixton",S1A1052R,"6.1166735971347","12/6/2019 11:44:04 AM","12/6/2019 11:50:11 AM",101591285,"0.0042476899980102",BKK,"High Priority",M203,"R-ATM",450,"41614.49318287",Omron,S1A1052R,110,"The ATM changed mode to Supervisor.","Brinks_BKK_FLM",13497975,"51.4615771","-0.1158532",ADM2,"41614.48893518",SW9,"IBM_BKK_SLM",101591285,Branch
"2019-12-06T11:34:32.000+0000","184.93333920198",Network,41614,1441R,6,"Working Day",Dec,Q4,"Greater London",Poplar,49,Fri,2019,"2019-Q4","51.5054472","-0.017385","51.5054472","-0.017385","New ticket",101583955,1019,"E14 5HQ",5HQ,Network,"Power_Fail",Network,"Power_Fail","25th Floor, 8 Canada Square",S1A1441R,"184.93333920198","12/6/2019 11:34:32 AM","12/6/2019 2:39:29 PM","101583955-1019","0.12842593000096",BKK,Standard,M304,"R-ATM",2,"41614.61075231",Omron,S1A1441R,18,"Power failure reported , Entering Service initiated","Brinks_BKK_FLM",23497902,"51.5054472","-0.017385","ADM1.5","41614.48232638",E14,"IBM_BKK_SLM",101583955,Branch
"2019-12-06T11:34:04.000+0000","75.849998400081",Hardware,41614,1233R,6,"Working Day",Dec,Q4,"Greater London","East Ham",49,Fri,2019,"2019-Q4","51.5367167","0.0523715","51.5367167","0.0523715","New ticket",101591240,521,"E6 2HX",2HX,Hardware,"Cash_Jam",Hardware,"Cash_Jam","118 High Street North, East Ham",S1A1233R,"76.099996792618","12/6/2019 11:34:04 AM","12/6/2019 12:50:10 PM",101591240,"0.052847219994874",BKK,"High Priority",M201,"R-ATM",700,"41614.53466435",Diebold,S1A1233R,178,"Terminal closed Casset,CardR,Depos,Trap,or Present not available","Brinks_BKK_FLM",13497897,"51.5367167","0.0523715","OPTEVA 378","41614.48199074",E6,"Diebold_BKK_SLM",101591240,Branch
