"L6_sourcetype_category","lantern_uce","lantern_url","lantern_vertical","lantern_vertical_category","use_case"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Running_common_General_Data_Protection_Regulation_(GDPR)_compliance_searches/Unauthorized_connection_through_firewall",Security,Compliance,"Unauthorized connection through firewall"
Amazon,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_an_Amazon_Web_Services_environment/Unused_Elastic_IPs_with_no_attached_instances","IT Modernization","Infrastructure Monitoring","Unused Elastic IPs with no attached instances"
"Linux and Unix","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_*nix_system_user_account_behavior/Use_of_sudo_commands_on_a_server","IT Modernization","Infrastructure Monitoring","Use of sudo commands on a server"
"System log data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Compliance/Recognizing_improper_use_of_system_administration_tools/User_account_changed",Security,Compliance,"User account changed"
Amazon,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_an_Amazon_Web_Services_environment/Users_who_haven't_accessed_AWS_for_an_extended_time","IT Modernization","Infrastructure Monitoring","Users who haven't accessed AWS for an extended time"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Using_modern_methods_of_detecting_financial_crime","Financial Services","Use cases for financial services","Using modern methods of detecting financial crime"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Using_risk_scores_to_improve_decision-making","Financial Services","Use cases for financial services","Using risk scores to improve decision-making"
"Application server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Using_stack_traces_to_detect_application_errors","IT Modernization","Investigation and Troubleshooting","Using stack traces to detect application errors"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/VMotion_events_for_a_specific_virtual_machine","IT Modernization","Infrastructure Monitoring","VMotion events for a specific virtual machine"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/VMware_datastores_with_highest_utilization","IT Modernization","Infrastructure Monitoring","VMware datastores with highest utilization"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/Virtual_machines_with_large_file_size_utilization","IT Modernization","Infrastructure Monitoring","Virtual machines with large file size utilization"
"Microsoft Azure data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Managing_Azure_cloud_infrastructure/Visualisation_of_common_Azure_resource_tags_and_tag_values","IT Modernization","Infrastructure Monitoring","Visualisation of common Azure resource tags and tag values"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Public_Sector/Visualizing_metrics_for_data_separated_by_physical_boundaries","Public Sector","Use cases for the public sector","Visualizing metrics for data separated by physical boundaries"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Visualizing_processes_and_their_parent%2F%2Fchild_relationships",Security,"Threat Hunting","Visualizing processes and their parent/child relationships"
"Microsoft Sysmon data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Visualizing_processes_and_their_parent%2F%2Fchild_relationships",Security,"Threat Hunting","Visualizing processes and their parent/child relationships"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_for_network_traffic_volume_outliers/Volume_of_network_traffic_from_one_user",Security,"Security Monitoring","Volume of network traffic from one user"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Security_Monitoring/Monitoring_for_network_traffic_volume_outliers/Volume_of_traffic_between_source-destination_pairs",Security,"Security Monitoring","Volume of traffic between source-destination pairs"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Wbadmin_delete_backup_files",Security,"Threat Hunting","Wbadmin delete backup files"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Technology%2C_Communications%2C_and_Media/Managing_web_server_performance/Web_access_and_web_error_log_correlation","Technology, Communications, and Media","Use cases for technology, communications and media","Web access and web error log correlation"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement/Web_requests_to_a_specific_system_in_your_environment",Security,"Threat Hunting","Web requests to a specific system in your environment"
"Firewall data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement/Web_server_initiating_outbound_traffic",Security,"Threat Hunting","Web server initiating outbound traffic"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Reconstructing_a_website_defacement/Web_server_initiating_outbound_traffic",Security,"Threat Hunting","Web server initiating outbound traffic"
"Web server data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_Supernova_web_shell_malware/Web_shell_present_in_web_traffic_events",Security,"Threat Hunting","Web shell present in web traffic events"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Wevtutil.exe_abuse",Security,"Threat Hunting","Wevtutil.exe abuse"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_Microsoft_Windows_systems_with_the_Splunk_platform/Windows_CPU_utilization_nearing_capacity","IT Modernization","Infrastructure Monitoring","Windows CPU utilization nearing capacity"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Investigating_user_login_issues_and_account_lockouts/Windows_Zombie_account_lockouts","IT Modernization","Investigation and Troubleshooting","Windows Zombie account lockouts"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Investigating_user_login_issues_and_account_lockouts/Windows_account_lockouts","IT Modernization","Investigation and Troubleshooting","Windows account lockouts"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_Microsoft_Windows_systems_with_the_Splunk_platform/Windows_availability_problems","IT Modernization","Infrastructure Monitoring","Windows availability problems"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_Microsoft_Windows_systems_with_the_Splunk_platform/Windows_disk_drive_utilization_nearing_capacity","IT Modernization","Infrastructure Monitoring","Windows disk drive utilization nearing capacity"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Windows_event_log_cleared",Security,"Threat Hunting","Windows event log cleared"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_Microsoft_Windows_systems_with_the_Splunk_platform/Windows_host_stops_reporting_data","IT Modernization","Infrastructure Monitoring","Windows host stops reporting data"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Maintaining_Microsoft_Windows_systems_with_the_Splunk_platform/Windows_memory_utilization_nearing_capacity","IT Modernization","Infrastructure Monitoring","Windows memory utilization nearing capacity"
"Deep packet inspection data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_software_supply_chain_attacks/Windows_process_and_JA3s_hash_correlation",Security,"Threat Hunting","Windows process and JA3s hash correlation"
"Microsoft Sysmon data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_software_supply_chain_attacks/Windows_process_and_JA3s_hash_correlation",Security,"Threat Hunting","Windows process and JA3s hash correlation"
"Network router data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_software_supply_chain_attacks/Windows_process_and_JA3s_hash_correlation",Security,"Threat Hunting","Windows process and JA3s hash correlation"
"Network switch data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_software_supply_chain_attacks/Windows_process_and_JA3s_hash_correlation",Security,"Threat Hunting","Windows process and JA3s hash correlation"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Monitoring_Windows_account_access/Windows_service_account_login_attempts",Security,"Threat Hunting","Windows service account login attempts"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Monitoring_Windows_account_access/Windows_user_group_changes",Security,"Threat Hunting","Windows user group changes"
Microsoft,"Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Investigation_and_Troubleshooting/Investigating_user_login_issues_and_account_lockouts/Windows_users_unable_to_log_in","IT Modernization","Investigation and Troubleshooting","Windows users unable to log in"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Detecting_wire_transfer_fraud/Wire_transfers_from_multiple_client_IP_addresses","Financial Services","Use cases for financial services","Wire transfers from multiple client IP addresses"
"Business service data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Financial_Services_and_Insurance/Detecting_wire_transfer_fraud/Wire_transfers_into_suspicious_or_banned_countries","Financial Services","Use cases for financial services","Wire transfers into suspicious or banned countries"
"Endpoint data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/Security/Threat_Hunting/Detecting_a_ransomware_attack/Wmic.exe_launching_processes_on_a_remote_system",Security,"Threat Hunting","Wmic.exe launching processes on a remote system"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/vCenter_console_logins","IT Modernization","Infrastructure Monitoring","vCenter console logins"
"VMware data","Splunk Platform","https://lantern.splunk.com/Splunk_Platform/UCE/IT_Modernization/Infrastructure_Monitoring/Monitoring_VMware_virtualization_infrastructure/vSphere_configuration_changes","IT Modernization","Infrastructure Monitoring","vSphere configuration changes"
