"use_case","L6_sourcetype_category",domain,"lantern_url","lantern_vertical","lantern_vertical_category","percent_of_use_case"
"Unauthorized connection through firewall","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/554","Industry Neutral",Compliance,100
"Unified Workflows: Enable Self-Service Observability","APM data",Observability,"https://lantern.splunk.com/@go/page/7438","Industry Neutral","Enable Self-Service Observability",50
"Unified Workflows: Enable Self-Service Observability","OpenTelemetry data",Observability,"https://lantern.splunk.com/@go/page/7438","Industry Neutral","Enable Self-Service Observability",50
"Unused Elastic IPs with no attached instances","AWS:CloudWatch data",Observability,"https://lantern.splunk.com/@go/page/2850","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Use of sudo commands on a server","Linux and Unix data",Observability,"https://lantern.splunk.com/@go/page/676","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Users who haven't accessed AWS for an extended time","AWS:Description data",Observability,"https://lantern.splunk.com/@go/page/659","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Using modern methods of detecting financial crime","Financial data",Platform,"https://lantern.splunk.com/@go/page/4662","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Using risk scores to improve decision-making","Financial data",Platform,"https://lantern.splunk.com/@go/page/6348","Financial Services and Insurance","Financial Services and Insurance Analysis",100
"Using stack traces to detect application errors","Application data",Observability,"https://lantern.splunk.com/@go/page/1256","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"VMotion events for a specific virtual machine","VMware data",Observability,"https://lantern.splunk.com/@go/page/690","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"VMware datastores with highest utilization","VMware data",Observability,"https://lantern.splunk.com/@go/page/686","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Virtual machines with large file size utilization","VMware data",Observability,"https://lantern.splunk.com/@go/page/685","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Visualizing metrics for data separated by physical boundaries","Application data",Platform,"https://lantern.splunk.com/@go/page/5934","Public Sector","Public Sector Data Analysis","33.333333333333336"
"Visualizing metrics for data separated by physical boundaries","GPS data",Platform,"https://lantern.splunk.com/@go/page/5934","Public Sector","Public Sector Data Analysis","33.333333333333336"
"Visualizing metrics for data separated by physical boundaries","IoT and Industrial data",Platform,"https://lantern.splunk.com/@go/page/5934","Public Sector","Public Sector Data Analysis","33.333333333333336"
"Visualizing processes and their parent/child relationships","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2368","Industry Neutral","Threat Hunting",100
"Volume of network traffic from one user","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/578","Industry Neutral","Security Monitoring",100
"Volume of traffic between source-destination pairs","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/582","Industry Neutral","Security Monitoring",100
"Wbadmin delete backup files","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2916","Industry Neutral","Threat Hunting",100
"Web access and web error log correlation","Web Server data",Platform,"https://lantern.splunk.com/@go/page/708","Technology, Communications, and Media","Troubleshoot Mission-Critical Apps with Logs",100
"Web application metrics visualization","Application data",Observability,"https://lantern.splunk.com/@go/page/1506","Industry Neutral","Application Monitoring",100
"Web requests to a specific system in your environment","Web Server data",Security,"https://lantern.splunk.com/@go/page/790","Industry Neutral","Threat Hunting",100
"Web server initiating outbound traffic","Network Firewall data",Security,"https://lantern.splunk.com/@go/page/789","Industry Neutral","Threat Hunting",50
"Web server initiating outbound traffic","Web Server data",Security,"https://lantern.splunk.com/@go/page/789","Industry Neutral","Threat Hunting",50
"Web shell present in web traffic events","Web Server data",Security,"https://lantern.splunk.com/@go/page/1771","Industry Neutral","Threat Hunting",100
"Wevtutil.exe abuse","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2881","Industry Neutral","Threat Hunting",100
"Windows CPU utilization nearing capacity","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1755","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows CPU utilization nearing capacity","Updates data",Observability,"https://lantern.splunk.com/@go/page/1755","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows Zombie account lockouts","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/714","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Windows account activity overview","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/713","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Windows account lockouts","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/712","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Windows availability problems","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/711","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows availability problems","Updates data",Observability,"https://lantern.splunk.com/@go/page/711","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows disk drive utilization nearing capacity","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1761","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows disk drive utilization nearing capacity","Updates data",Observability,"https://lantern.splunk.com/@go/page/1761","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows event log cleared","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2917","Industry Neutral","Threat Hunting",100
"Windows host stops reporting data","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/2774","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows host stops reporting data","Updates data",Observability,"https://lantern.splunk.com/@go/page/2774","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows memory utilization nearing capacity","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/1757","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows memory utilization nearing capacity","Updates data",Observability,"https://lantern.splunk.com/@go/page/1757","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",50
"Windows process and JA3s hash correlation","Deep Packet Inspection data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows process and JA3s hash correlation","Microsoft:Windows data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows process and JA3s hash correlation","Network Router data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows process and JA3s hash correlation","Network Switch data",Security,"https://lantern.splunk.com/@go/page/2583","Industry Neutral","Threat Hunting",25
"Windows users unable to log in","Microsoft:Windows data",Observability,"https://lantern.splunk.com/@go/page/2185","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"Wire transfers from multiple client IP addresses","Application data",Platform,"https://lantern.splunk.com/@go/page/1600","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Wire transfers from multiple client IP addresses","Financial data",Platform,"https://lantern.splunk.com/@go/page/1600","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Wire transfers into suspicious or banned countries","Application data",Platform,"https://lantern.splunk.com/@go/page/1601","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Wire transfers into suspicious or banned countries","Financial data",Platform,"https://lantern.splunk.com/@go/page/1601","Financial Services and Insurance","Financial Services and Insurance Analysis",50
"Wmic.exe launching processes on a remote system","Endpoint data",Security,"https://lantern.splunk.com/@go/page/2873","Industry Neutral","Threat Hunting",100
"vCenter console logins","VMware data",Observability,"https://lantern.splunk.com/@go/page/2824","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
"vSphere configuration changes","VMware data",Observability,"https://lantern.splunk.com/@go/page/2823","Industry Neutral","Troubleshoot Mission-Critical Apps with Logs",100
